id,target_type,target_id,skill_group_id
5965,PassiveSkillSet,896,4
5966,PassiveSkillSet,896,8
5967,PassiveSkillSet,897,1
5968,PassiveSkillSet,897,2
5969,PassiveSkillSet,898,1
5970,PassiveSkillSet,898,2
5971,PassiveSkillSet,898,4
5972,PassiveSkillSet,899,1
5973,PassiveSkillSet,899,4
5974,PassiveSkillSet,899,8
5975,PassiveSkillSet,900,1
5976,PassiveSkillSet,901,1
5977,PassiveSkillSet,902,24
5978,PassiveSkillSet,903,1
5979,PassiveSkillSet,904,1
5980,PassiveSkillSet,905,1
5981,PassiveSkillSet,905,23
5982,PassiveSkillSet,906,1
5983,PassiveSkillSet,906,2
5984,PassiveSkillSet,907,1
5985,PassiveSkillSet,907,2
5986,PassiveSkillSet,908,1
5987,PassiveSkillSet,908,4
5988,PassiveSkillSet,909,1
5989,PassiveSkillSet,909,2
5990,PassiveSkillSet,910,1
5991,PassiveSkillSet,910,2
5992,PassiveSkillSet,911,1
5993,PassiveSkillSet,912,1
5994,PassiveSkillSet,913,1
5995,PassiveSkillSet,913,18
5996,PassiveSkillSet,914,1
5997,PassiveSkillSet,914,18
5998,PassiveSkillSet,915,1
5999,PassiveSkillSet,915,4
6000,PassiveSkillSet,916,1
6001,PassiveSkillSet,916,4
6002,PassiveSkillSet,917,1
6003,PassiveSkillSet,917,4
6004,PassiveSkillSet,918,1
6005,PassiveSkillSet,918,30
6006,PassiveSkillSet,919,1
6007,PassiveSkillSet,919,30
6008,PassiveSkillSet,920,1
6009,PassiveSkillSet,920,30
6010,PassiveSkillSet,921,1
6011,PassiveSkillSet,921,2
6012,PassiveSkillSet,921,4
6013,PassiveSkillSet,921,8
6014,PassiveSkillSet,922,1
6015,PassiveSkillSet,922,14
6016,PassiveSkillSet,923,1
6017,PassiveSkillSet,923,2
6018,PassiveSkillSet,923,14
6019,PassiveSkillSet,923,23
6020,PassiveSkillSet,924,1
6021,PassiveSkillSet,925,1
6022,PassiveSkillSet,925,24
6023,PassiveSkillSet,926,1
6024,PassiveSkillSet,926,24
6025,PassiveSkillSet,927,1
6026,PassiveSkillSet,927,4
6027,PassiveSkillSet,928,1
6028,PassiveSkillSet,928,14
6029,PassiveSkillSet,929,14
6030,PassiveSkillSet,929,24
6031,PassiveSkillSet,929,25
6032,PassiveSkillSet,930,1
6033,PassiveSkillSet,930,2
6034,PassiveSkillSet,930,14
6035,PassiveSkillSet,931,1
6036,PassiveSkillSet,931,2
6037,PassiveSkillSet,932,1
6038,PassiveSkillSet,932,2
6039,PassiveSkillSet,932,4
6040,PassiveSkillSet,932,8
6041,PassiveSkillSet,933,1
6042,PassiveSkillSet,933,2
6043,PassiveSkillSet,933,4
6044,PassiveSkillSet,933,8
6045,PassiveSkillSet,934,1
6046,PassiveSkillSet,934,4
6047,PassiveSkillSet,935,1
6048,PassiveSkillSet,935,4
6049,PassiveSkillSet,936,18
6050,PassiveSkillSet,936,26
6051,PassiveSkillSet,937,18
6052,PassiveSkillSet,937,26
6053,PassiveSkillSet,938,24
6054,PassiveSkillSet,938,25
6075,PassiveSkillSet,948,1
6076,PassiveSkillSet,948,16
6077,PassiveSkillSet,948,29
6078,PassiveSkillSet,949,1
6079,PassiveSkillSet,949,28
6080,PassiveSkillSet,950,1
6081,PassiveSkillSet,950,12
6082,PassiveSkillSet,950,20
6083,PassiveSkillSet,951,1
6084,PassiveSkillSet,951,2
6085,PassiveSkillSet,952,1
6086,PassiveSkillSet,952,5
6087,PassiveSkillSet,952,6
6088,PassiveSkillSet,952,16
6089,PassiveSkillSet,953,1
6090,PassiveSkillSet,953,5
6091,PassiveSkillSet,953,6
6092,PassiveSkillSet,953,16
6093,PassiveSkillSet,954,1
6094,PassiveSkillSet,954,5
6095,PassiveSkillSet,954,6
6096,PassiveSkillSet,954,28
6097,PassiveSkillSet,955,1
6098,PassiveSkillSet,955,5
6099,PassiveSkillSet,955,6
6100,PassiveSkillSet,955,28
6101,PassiveSkillSet,956,1
6102,PassiveSkillSet,956,4
6103,PassiveSkillSet,956,8
6104,PassiveSkillSet,957,1
6105,PassiveSkillSet,957,4
6106,PassiveSkillSet,957,8
6107,PassiveSkillSet,958,1
6108,PassiveSkillSet,958,4
6109,PassiveSkillSet,958,8
6110,PassiveSkillSet,959,1
6111,PassiveSkillSet,959,4
6112,PassiveSkillSet,959,8
6113,PassiveSkillSet,960,1
6114,PassiveSkillSet,960,2
6115,PassiveSkillSet,960,4
6116,PassiveSkillSet,960,8
6117,PassiveSkillSet,961,1
6118,PassiveSkillSet,961,2
6119,PassiveSkillSet,961,4
6120,PassiveSkillSet,961,8
6121,PassiveSkillSet,962,1
6122,PassiveSkillSet,962,2
6123,PassiveSkillSet,962,4
6124,PassiveSkillSet,962,8
6125,PassiveSkillSet,963,1
6126,PassiveSkillSet,963,2
6127,PassiveSkillSet,963,4
6128,PassiveSkillSet,963,8
6129,PassiveSkillSet,964,1
6130,PassiveSkillSet,964,2
6131,PassiveSkillSet,964,4
6132,PassiveSkillSet,964,8
6133,PassiveSkillSet,965,1
6134,PassiveSkillSet,965,2
6135,PassiveSkillSet,965,4
6136,PassiveSkillSet,965,8
6137,PassiveSkillSet,966,1
6138,PassiveSkillSet,966,2
6139,PassiveSkillSet,966,4
6140,PassiveSkillSet,966,8
6141,PassiveSkillSet,967,1
6142,PassiveSkillSet,967,22
6143,PassiveSkillSet,968,1
6144,PassiveSkillSet,968,22
6145,PassiveSkillSet,969,1
6146,PassiveSkillSet,969,22
6147,PassiveSkillSet,970,1
6148,PassiveSkillSet,970,4
6149,PassiveSkillSet,971,1
6150,PassiveSkillSet,971,2
6151,PassiveSkillSet,971,4
6152,PassiveSkillSet,971,8
6153,PassiveSkillSet,972,1
6154,PassiveSkillSet,972,2
6155,PassiveSkillSet,972,23
6156,PassiveSkillSet,973,1
6157,PassiveSkillSet,973,2
6158,PassiveSkillSet,973,30
6159,PassiveSkillSet,974,24
6160,PassiveSkillSet,974,25
6161,PassiveSkillSet,975,23
6162,PassiveSkillSet,976,1
6163,PassiveSkillSet,976,23
6164,PassiveSkillSet,977,1
6165,PassiveSkillSet,977,2
6166,PassiveSkillSet,978,1
6167,PassiveSkillSet,978,2
6168,PassiveSkillSet,978,8
6169,PassiveSkillSet,978,19
6170,PassiveSkillSet,979,1
6171,PassiveSkillSet,979,2
6172,PassiveSkillSet,979,8
6173,PassiveSkillSet,979,19
6174,PassiveSkillSet,980,1
6175,PassiveSkillSet,980,2
6176,PassiveSkillSet,981,1
6177,PassiveSkillSet,981,6
6178,PassiveSkillSet,982,1
6179,PassiveSkillSet,982,6
6180,PassiveSkillSet,983,1
6181,PassiveSkillSet,983,2
6182,PassiveSkillSet,983,7
6183,PassiveSkillSet,984,1
6184,PassiveSkillSet,984,4
6185,PassiveSkillSet,985,1
6186,PassiveSkillSet,985,4
6187,PassiveSkillSet,986,1
6188,PassiveSkillSet,986,4
6189,PassiveSkillSet,987,1
6190,PassiveSkillSet,987,32
6191,PassiveSkillSet,988,1
6192,PassiveSkillSet,988,2
6193,PassiveSkillSet,988,4
6194,PassiveSkillSet,988,8
6195,PassiveSkillSet,989,1
6196,PassiveSkillSet,989,2
6197,PassiveSkillSet,989,8
6198,PassiveSkillSet,990,1
6199,PassiveSkillSet,990,2
6200,PassiveSkillSet,990,32
6201,PassiveSkillSet,991,1
6202,PassiveSkillSet,991,2
6203,PassiveSkillSet,991,32
6204,PassiveSkillSet,992,1
6205,PassiveSkillSet,992,2
6206,PassiveSkillSet,992,4
6207,PassiveSkillSet,992,7
6208,PassiveSkillSet,993,1
6209,PassiveSkillSet,993,2
6210,PassiveSkillSet,993,14
6211,PassiveSkillSet,994,1
6212,PassiveSkillSet,994,18
6213,PassiveSkillSet,995,1
6214,PassiveSkillSet,995,4
6215,PassiveSkillSet,996,1
6216,PassiveSkillSet,996,14
6217,PassiveSkillSet,997,1
6218,PassiveSkillSet,997,14
6219,PassiveSkillSet,998,1
6220,PassiveSkillSet,998,2
6221,PassiveSkillSet,999,1
6222,PassiveSkillSet,999,2
6223,PassiveSkillSet,999,6
6224,PassiveSkillSet,999,8
6225,PassiveSkillSet,1000,1
6226,PassiveSkillSet,1000,2
6227,PassiveSkillSet,1000,24
6228,PassiveSkillSet,1001,1
6229,PassiveSkillSet,1001,4
6230,PassiveSkillSet,1001,9
6231,PassiveSkillSet,1002,1
6232,PassiveSkillSet,1002,2
6233,PassiveSkillSet,1002,5
6234,PassiveSkillSet,1003,1
6235,PassiveSkillSet,1003,2
6236,PassiveSkillSet,1003,5
6237,PassiveSkillSet,1004,1
6238,PassiveSkillSet,1004,2
6239,PassiveSkillSet,1004,4
6240,PassiveSkillSet,1005,4
6241,PassiveSkillSet,1005,5
6242,PassiveSkillSet,1005,6
6243,PassiveSkillSet,1005,12
6244,PassiveSkillSet,1006,1
6245,PassiveSkillSet,1006,4
6246,PassiveSkillSet,1007,1
6247,PassiveSkillSet,1007,2
6248,PassiveSkillSet,1007,4
6249,PassiveSkillSet,1008,1
6250,PassiveSkillSet,1008,2
6251,PassiveSkillSet,1008,4
6252,PassiveSkillSet,1009,1
6253,PassiveSkillSet,1009,2
6254,PassiveSkillSet,1009,4
6255,PassiveSkillSet,1009,29
6256,PassiveSkillSet,1010,1
6257,PassiveSkillSet,1010,4
6258,PassiveSkillSet,1010,9
6259,PassiveSkillSet,1011,1
6260,PassiveSkillSet,1011,2
6261,PassiveSkillSet,1012,1
6262,PassiveSkillSet,1012,2
6263,PassiveSkillSet,1013,1
6264,PassiveSkillSet,1013,2
6265,PassiveSkillSet,1014,1
6266,PassiveSkillSet,1014,23
6267,PassiveSkillSet,1015,1
6268,PassiveSkillSet,1015,2
6269,PassiveSkillSet,1015,23
6270,PassiveSkillSet,1016,1
6271,PassiveSkillSet,1016,24
6272,PassiveSkillSet,1016,25
6273,PassiveSkillSet,1016,26
6274,PassiveSkillSet,1017,1
6275,PassiveSkillSet,1017,2
6276,PassiveSkillSet,1017,4
6277,PassiveSkillSet,1018,18
6278,PassiveSkillSet,1018,30
6279,PassiveSkillSet,1019,20
6280,PassiveSkillSet,1019,26
6281,PassiveSkillSet,1019,29
6282,PassiveSkillSet,1020,1
6283,PassiveSkillSet,1020,16
6284,PassiveSkillSet,1020,18
6285,PassiveSkillSet,1021,1
6286,PassiveSkillSet,1021,16
6287,PassiveSkillSet,1021,18
6288,PassiveSkillSet,1022,1
6289,PassiveSkillSet,1022,2
6290,PassiveSkillSet,1022,4
6291,PassiveSkillSet,1022,7
6292,PassiveSkillSet,1023,1
6293,PassiveSkillSet,1023,2
6294,PassiveSkillSet,1024,23
6295,PassiveSkillSet,1024,24
6296,PassiveSkillSet,1024,25
6297,PassiveSkillSet,1024,28
6298,PassiveSkillSet,1024,29
6299,PassiveSkillSet,1025,1
6300,PassiveSkillSet,1025,2
6301,PassiveSkillSet,1025,4
6302,PassiveSkillSet,1025,8
6303,PassiveSkillSet,1025,30
6304,PassiveSkillSet,1026,1
6305,PassiveSkillSet,1026,2
6306,PassiveSkillSet,1026,19
6307,PassiveSkillSet,1026,20
6308,PassiveSkillSet,1027,1
6309,PassiveSkillSet,1027,2
6310,PassiveSkillSet,1028,1
6311,PassiveSkillSet,1029,1
6312,PassiveSkillSet,1029,2
6313,PassiveSkillSet,1029,4
6314,PassiveSkillSet,1030,1
6315,PassiveSkillSet,1030,2
6316,PassiveSkillSet,1031,1
6317,PassiveSkillSet,1031,2
6318,PassiveSkillSet,1032,1
6319,PassiveSkillSet,1032,2
6320,PassiveSkillSet,1033,28
6321,PassiveSkillSet,1034,2
6322,PassiveSkillSet,1034,6
6323,PassiveSkillSet,1035,1
6324,PassiveSkillSet,1036,1
6325,PassiveSkillSet,1036,2
6326,PassiveSkillSet,1037,1
6327,PassiveSkillSet,1037,2
6328,PassiveSkillSet,1037,4
6329,PassiveSkillSet,1038,1
6330,PassiveSkillSet,1038,2
6331,PassiveSkillSet,1038,4
6332,PassiveSkillSet,1039,1
6333,PassiveSkillSet,1039,2
6334,PassiveSkillSet,1039,4
6335,PassiveSkillSet,1040,1
6336,PassiveSkillSet,1040,2
6337,PassiveSkillSet,1040,4
6338,PassiveSkillSet,1041,1
6339,PassiveSkillSet,1041,2
6340,PassiveSkillSet,1041,15
6341,PassiveSkillSet,1042,1
6342,PassiveSkillSet,1042,2
6343,PassiveSkillSet,1042,15
6344,PassiveSkillSet,1043,1
6345,PassiveSkillSet,1043,2
6346,PassiveSkillSet,1043,15
6347,PassiveSkillSet,1043,16
6348,PassiveSkillSet,1044,1
6349,PassiveSkillSet,1044,2
6350,PassiveSkillSet,1044,15
6351,PassiveSkillSet,1044,16
6352,PassiveSkillSet,1045,1
6353,PassiveSkillSet,1045,2
6354,PassiveSkillSet,1045,4
6355,PassiveSkillSet,1046,1
6356,PassiveSkillSet,1046,2
6357,PassiveSkillSet,1046,4
6358,PassiveSkillSet,1046,16
6359,PassiveSkillSet,1047,1
6360,PassiveSkillSet,1048,1
6361,PassiveSkillSet,1049,1
6362,PassiveSkillSet,1049,2
6363,PassiveSkillSet,1049,8
6364,PassiveSkillSet,1050,1
6365,PassiveSkillSet,1050,2
6366,PassiveSkillSet,1050,8
6367,PassiveSkillSet,1051,1
6368,PassiveSkillSet,1051,2
6369,PassiveSkillSet,1052,1
6370,PassiveSkillSet,1052,2
6371,PassiveSkillSet,1053,1
6372,PassiveSkillSet,1053,2
6373,PassiveSkillSet,1054,1
6374,PassiveSkillSet,1054,2
6375,PassiveSkillSet,1055,1
6376,PassiveSkillSet,1055,2
6377,PassiveSkillSet,1056,1
6378,PassiveSkillSet,1056,2
6379,PassiveSkillSet,1057,1
6380,PassiveSkillSet,1057,2
6381,PassiveSkillSet,1057,14
6382,PassiveSkillSet,1057,18
6383,PassiveSkillSet,1058,1
6384,PassiveSkillSet,1058,2
6385,PassiveSkillSet,1058,14
6386,PassiveSkillSet,1058,18
6387,PassiveSkillSet,1059,1
6388,PassiveSkillSet,1059,2
6389,PassiveSkillSet,1059,14
6390,PassiveSkillSet,1059,18
6391,PassiveSkillSet,1060,1
6392,PassiveSkillSet,1060,2
6393,PassiveSkillSet,1060,14
6394,PassiveSkillSet,1060,18
6395,PassiveSkillSet,1061,1
6396,PassiveSkillSet,1061,2
6397,PassiveSkillSet,1061,22
6398,PassiveSkillSet,1061,23
6399,PassiveSkillSet,1062,1
6400,PassiveSkillSet,1062,2
6401,PassiveSkillSet,1062,22
6402,PassiveSkillSet,1062,23
6403,PassiveSkillSet,1063,1
6404,PassiveSkillSet,1063,5
6405,PassiveSkillSet,1063,6
6406,PassiveSkillSet,1064,1
6407,PassiveSkillSet,1064,2
6408,PassiveSkillSet,1064,4
6409,PassiveSkillSet,1064,8
6410,PassiveSkillSet,1065,18
6411,PassiveSkillSet,1066,1
6412,PassiveSkillSet,1066,8
6413,PassiveSkillSet,1067,2
6414,PassiveSkillSet,1067,8
6415,PassiveSkillSet,1068,1
6416,PassiveSkillSet,1068,22
6417,PassiveSkillSet,1069,1
6418,PassiveSkillSet,1069,22
6419,PassiveSkillSet,1070,7
6420,PassiveSkillSet,1070,29
6421,PassiveSkillSet,1071,1
6422,PassiveSkillSet,1071,2
6423,PassiveSkillSet,1072,1
6424,PassiveSkillSet,1072,2
6425,PassiveSkillSet,1072,4
6426,PassiveSkillSet,1072,7
6427,PassiveSkillSet,1072,24
6428,PassiveSkillSet,1073,1
6429,PassiveSkillSet,1073,28
6430,PassiveSkillSet,1074,1
6431,PassiveSkillSet,1074,28
6432,PassiveSkillSet,1075,1
6433,PassiveSkillSet,1075,2
6434,PassiveSkillSet,1075,4
6435,PassiveSkillSet,1075,5
6436,PassiveSkillSet,1075,6
6437,PassiveSkillSet,1075,8
6438,PassiveSkillSet,1076,1
6439,PassiveSkillSet,1076,2
6440,PassiveSkillSet,1076,4
6441,PassiveSkillSet,1076,5
6442,PassiveSkillSet,1076,6
6443,PassiveSkillSet,1076,8
6444,PassiveSkillSet,1077,1
6445,PassiveSkillSet,1077,8
6446,PassiveSkillSet,1078,1
6447,PassiveSkillSet,1078,2
6448,PassiveSkillSet,1078,18
6449,PassiveSkillSet,1079,1
6450,PassiveSkillSet,1079,2
6451,PassiveSkillSet,1079,18
6452,PassiveSkillSet,1080,30
6453,PassiveSkillSet,1081,1
6454,PassiveSkillSet,1081,2
6455,PassiveSkillSet,1081,18
6456,PassiveSkillSet,1082,1
6457,PassiveSkillSet,1082,2
6458,PassiveSkillSet,1082,18
6459,PassiveSkillSet,1083,1
6460,PassiveSkillSet,1083,2
6461,PassiveSkillSet,1083,9
6462,PassiveSkillSet,1084,1
6463,PassiveSkillSet,1084,2
6464,PassiveSkillSet,1085,1
6465,PassiveSkillSet,1085,2
6466,PassiveSkillSet,1085,30
6467,PassiveSkillSet,1086,24
6468,PassiveSkillSet,1086,25
6469,PassiveSkillSet,1086,27
6470,PassiveSkillSet,1087,24
6471,PassiveSkillSet,1087,25
6472,PassiveSkillSet,1087,27
6473,PassiveSkillSet,1088,1
6474,PassiveSkillSet,1088,2
6475,PassiveSkillSet,1088,27
6476,PassiveSkillSet,1089,1
6477,PassiveSkillSet,1089,2
6478,PassiveSkillSet,1089,27
6479,PassiveSkillSet,1090,1
6480,PassiveSkillSet,1090,2
6481,PassiveSkillSet,1090,13
6482,PassiveSkillSet,1090,27
6483,PassiveSkillSet,1091,1
6484,PassiveSkillSet,1091,2
6485,PassiveSkillSet,1091,13
6486,PassiveSkillSet,1091,27
6487,PassiveSkillSet,1092,1
6488,PassiveSkillSet,1092,2
6489,PassiveSkillSet,1092,16
6490,PassiveSkillSet,1092,27
6491,PassiveSkillSet,1092,30
6492,PassiveSkillSet,1093,1
6493,PassiveSkillSet,1093,2
6494,PassiveSkillSet,1093,27
6495,PassiveSkillSet,1094,1
6496,PassiveSkillSet,1094,2
6497,PassiveSkillSet,1094,27
6498,PassiveSkillSet,1095,1
6499,PassiveSkillSet,1095,2
6500,PassiveSkillSet,1095,13
6501,PassiveSkillSet,1095,27
6502,PassiveSkillSet,1096,1
6503,PassiveSkillSet,1096,2
6504,PassiveSkillSet,1096,13
6505,PassiveSkillSet,1096,27
6506,PassiveSkillSet,1097,1
6507,PassiveSkillSet,1097,2
6508,PassiveSkillSet,1097,17
6509,PassiveSkillSet,1097,27
6510,PassiveSkillSet,1097,30
6511,PassiveSkillSet,1098,23
6512,PassiveSkillSet,1098,24
6513,PassiveSkillSet,1098,26
6514,PassiveSkillSet,1099,23
6515,PassiveSkillSet,1099,24
6516,PassiveSkillSet,1099,25
6517,PassiveSkillSet,1100,1
6518,PassiveSkillSet,1100,2
6519,PassiveSkillSet,1100,4
6520,PassiveSkillSet,1101,1
6521,PassiveSkillSet,1101,2
6522,PassiveSkillSet,1101,4
6523,PassiveSkillSet,1102,24
6524,PassiveSkillSet,1102,25
6525,PassiveSkillSet,1102,27
6526,PassiveSkillSet,1103,24
6527,PassiveSkillSet,1103,25
6528,PassiveSkillSet,1103,27
6529,PassiveSkillSet,1104,1
6530,PassiveSkillSet,1104,2
6531,PassiveSkillSet,1105,1
6532,PassiveSkillSet,1105,2
6533,PassiveSkillSet,1106,1
6534,PassiveSkillSet,1106,4
6535,PassiveSkillSet,1106,8
6536,PassiveSkillSet,1106,21
6537,PassiveSkillSet,1107,1
6538,PassiveSkillSet,1107,4
6539,PassiveSkillSet,1107,8
6540,PassiveSkillSet,1107,21
6541,PassiveSkillSet,1108,24
6542,PassiveSkillSet,1108,29
6543,PassiveSkillSet,1109,24
6544,PassiveSkillSet,1109,29
6545,PassiveSkillSet,1110,5
6546,PassiveSkillSet,1110,6
6547,PassiveSkillSet,1111,5
6548,PassiveSkillSet,1111,6
6549,PassiveSkillSet,1112,1
6550,PassiveSkillSet,1112,2
6551,PassiveSkillSet,1112,4
6552,PassiveSkillSet,1112,18
6553,PassiveSkillSet,1113,1
6554,PassiveSkillSet,1113,2
6555,PassiveSkillSet,1113,4
6556,PassiveSkillSet,1113,18
6557,PassiveSkillSet,1114,1
6558,PassiveSkillSet,1114,2
6559,PassiveSkillSet,1114,8
6560,PassiveSkillSet,1114,9
6561,PassiveSkillSet,1115,1
6562,PassiveSkillSet,1115,2
6563,PassiveSkillSet,1115,26
6564,PassiveSkillSet,1116,1
6565,PassiveSkillSet,1116,2
6566,PassiveSkillSet,1116,12
6567,PassiveSkillSet,1117,1
6568,PassiveSkillSet,1117,2
6569,PassiveSkillSet,1117,23
6570,PassiveSkillSet,1117,24
6571,PassiveSkillSet,1118,1
6572,PassiveSkillSet,1118,16
6573,PassiveSkillSet,1118,29
6574,PassiveSkillSet,1119,1
6575,PassiveSkillSet,1119,28
6576,PassiveSkillSet,1120,23
6577,PassiveSkillSet,1120,24
6578,PassiveSkillSet,1120,25
6579,PassiveSkillSet,1120,28
6580,PassiveSkillSet,1120,29
6581,PassiveSkillSet,1121,1
6582,PassiveSkillSet,1121,29
6583,PassiveSkillSet,1122,1
6584,PassiveSkillSet,1122,29
6585,PassiveSkillSet,1123,1
6586,PassiveSkillSet,1123,2
6587,PassiveSkillSet,1123,4
6588,PassiveSkillSet,1123,9
6589,PassiveSkillSet,1124,1
6590,PassiveSkillSet,1124,2
6591,PassiveSkillSet,1124,4
6592,PassiveSkillSet,1124,9
6593,PassiveSkillSet,1125,1
6594,PassiveSkillSet,1125,22
6595,PassiveSkillSet,1126,1
6596,PassiveSkillSet,1126,2
6597,PassiveSkillSet,1126,13
6598,PassiveSkillSet,1127,1
6599,PassiveSkillSet,1127,2
6600,PassiveSkillSet,1127,13
6601,PassiveSkillSet,1128,1
6602,PassiveSkillSet,1128,4
6603,PassiveSkillSet,1128,20
6604,PassiveSkillSet,1128,29
6605,PassiveSkillSet,1129,1
6606,PassiveSkillSet,1129,2
6607,PassiveSkillSet,1130,1
6608,PassiveSkillSet,1130,2
6609,PassiveSkillSet,1131,1
6610,PassiveSkillSet,1131,2
6611,PassiveSkillSet,1132,1
6612,PassiveSkillSet,1132,4
6613,PassiveSkillSet,1132,5
6614,PassiveSkillSet,1132,7
6615,PassiveSkillSet,1133,1
6616,PassiveSkillSet,1133,4
6617,PassiveSkillSet,1133,5
6618,PassiveSkillSet,1133,7
6619,PassiveSkillSet,1133,13
6620,PassiveSkillSet,1134,1
6621,PassiveSkillSet,1134,4
6622,PassiveSkillSet,1134,5
6623,PassiveSkillSet,1134,7
6624,PassiveSkillSet,1134,13
6625,PassiveSkillSet,1135,1
6626,PassiveSkillSet,1135,2
6627,PassiveSkillSet,1135,6
6628,PassiveSkillSet,1135,30
6629,PassiveSkillSet,1136,1
6630,PassiveSkillSet,1136,4
6631,PassiveSkillSet,1136,14
6632,PassiveSkillSet,1137,1
6633,PassiveSkillSet,1137,4
6634,PassiveSkillSet,1137,14
6635,PassiveSkillSet,1138,24
6636,PassiveSkillSet,1138,25
6637,PassiveSkillSet,1139,1
6638,PassiveSkillSet,1139,2
6639,PassiveSkillSet,1139,4
6640,PassiveSkillSet,1139,5
6641,PassiveSkillSet,1139,6
6642,PassiveSkillSet,1140,5
6643,PassiveSkillSet,1140,6
6644,PassiveSkillSet,1140,12
6645,PassiveSkillSet,1140,14
6646,PassiveSkillSet,1141,5
6647,PassiveSkillSet,1141,6
6648,PassiveSkillSet,1141,12
6649,PassiveSkillSet,1141,14
6650,PassiveSkillSet,1142,1
6651,PassiveSkillSet,1142,2
6652,PassiveSkillSet,1143,1
6653,PassiveSkillSet,1143,2
6654,PassiveSkillSet,1143,4
6655,PassiveSkillSet,1143,8
6656,PassiveSkillSet,1144,5
6657,PassiveSkillSet,1145,1
6658,PassiveSkillSet,1145,2
6659,PassiveSkillSet,1145,4
6660,PassiveSkillSet,1146,4
6661,PassiveSkillSet,1146,18
6662,PassiveSkillSet,1147,1
6663,PassiveSkillSet,1147,2
6664,PassiveSkillSet,1147,4
6665,PassiveSkillSet,1148,1
6666,PassiveSkillSet,1148,2
6667,PassiveSkillSet,1148,4
6668,PassiveSkillSet,1149,1
6669,PassiveSkillSet,1149,2
6670,PassiveSkillSet,1150,1
6671,PassiveSkillSet,1150,2
6672,PassiveSkillSet,1151,1
6673,PassiveSkillSet,1151,2
6674,PassiveSkillSet,1152,1
6675,PassiveSkillSet,1152,2
6676,PassiveSkillSet,1152,30
6677,PassiveSkillSet,1153,1
6678,PassiveSkillSet,1153,2
6679,PassiveSkillSet,1153,28
6680,PassiveSkillSet,1154,1
6681,PassiveSkillSet,1154,2
6682,PassiveSkillSet,1154,13
6683,PassiveSkillSet,1154,28
6684,PassiveSkillSet,1155,1
6685,PassiveSkillSet,1155,2
6686,PassiveSkillSet,1155,13
6687,PassiveSkillSet,1155,28
6688,PassiveSkillSet,1156,1
6689,PassiveSkillSet,1156,2
6690,PassiveSkillSet,1156,22
6691,PassiveSkillSet,1156,28
6692,PassiveSkillSet,1157,1
6693,PassiveSkillSet,1157,2
6694,PassiveSkillSet,1157,12
6695,PassiveSkillSet,1157,22
6696,PassiveSkillSet,1158,1
6697,PassiveSkillSet,1158,2
6698,PassiveSkillSet,1158,24
6699,PassiveSkillSet,1158,25
6700,PassiveSkillSet,1159,1
6701,PassiveSkillSet,1159,2
6702,PassiveSkillSet,1159,23
6703,PassiveSkillSet,1159,24
6704,PassiveSkillSet,1159,25
6705,PassiveSkillSet,1160,1
6706,PassiveSkillSet,1160,2
6707,PassiveSkillSet,1160,6
6708,PassiveSkillSet,1160,7
6709,PassiveSkillSet,1161,1
6710,PassiveSkillSet,1161,29
6711,PassiveSkillSet,1162,1
6712,PassiveSkillSet,1162,29
6713,PassiveSkillSet,1163,1
6714,PassiveSkillSet,1163,2
6715,PassiveSkillSet,1163,27
6716,PassiveSkillSet,1164,1
6717,PassiveSkillSet,1164,2
6718,PassiveSkillSet,1164,14
6719,PassiveSkillSet,1164,27
6720,PassiveSkillSet,1165,1
6721,PassiveSkillSet,1165,2
6722,PassiveSkillSet,1165,14
6723,PassiveSkillSet,1165,27
6724,PassiveSkillSet,1166,11
6725,PassiveSkillSet,1166,24
6726,PassiveSkillSet,1167,12
6727,PassiveSkillSet,1167,25
6728,PassiveSkillSet,1168,18
6729,PassiveSkillSet,1169,1
6730,PassiveSkillSet,1169,2
6731,PassiveSkillSet,1170,1
6732,PassiveSkillSet,1170,2
6733,PassiveSkillSet,1171,1
6734,PassiveSkillSet,1171,2
6735,PassiveSkillSet,1171,4
6736,PassiveSkillSet,1172,1
6737,PassiveSkillSet,1172,2
6738,PassiveSkillSet,1173,1
6739,PassiveSkillSet,1173,2
6740,PassiveSkillSet,1173,23
6741,PassiveSkillSet,1174,1
6742,PassiveSkillSet,1174,2
6743,PassiveSkillSet,1174,18
6744,PassiveSkillSet,1175,1
6745,PassiveSkillSet,1175,2
6746,PassiveSkillSet,1176,1
6747,PassiveSkillSet,1176,2
6748,PassiveSkillSet,1176,4
6749,PassiveSkillSet,1177,1
6750,PassiveSkillSet,1177,2
6751,PassiveSkillSet,1177,4
6752,PassiveSkillSet,1178,1
6753,PassiveSkillSet,1178,2
6754,PassiveSkillSet,1178,4
6755,PassiveSkillSet,1179,1
6756,PassiveSkillSet,1179,2
6757,PassiveSkillSet,1180,1
6758,PassiveSkillSet,1180,2
6759,PassiveSkillSet,1180,14
6760,PassiveSkillSet,1181,1
6761,PassiveSkillSet,1181,2
6762,PassiveSkillSet,1181,14
6763,PassiveSkillSet,1182,1
6764,PassiveSkillSet,1182,2
6765,PassiveSkillSet,1182,4
6766,PassiveSkillSet,1183,1
6767,PassiveSkillSet,1183,2
6768,PassiveSkillSet,1183,4
6769,PassiveSkillSet,1184,1
6770,PassiveSkillSet,1184,2
6771,PassiveSkillSet,1184,30
6772,PassiveSkillSet,1185,1
6773,PassiveSkillSet,1185,7
6774,PassiveSkillSet,1185,18
