id,z_battle_stage_id,enemy_name,enemy_nickname,enemy_resource_id,params
90,72,宿命のライバル編4,極限Zバトル,1024420,"{""lwf"":{""event_top_chara"":{""x"":78,""y"":-154,""scale"":1.02},""anime_start"":{""x"":78,""y"":-154,""scale"":1.02},""anime_end"":{""x"":78,""y"":-194,""scale"":1.02},""shadow"":{""x"":10000,""y"":10000,""scale"":0.0},""start_chara"":{""x"":-10,""y"":-18,""scale"":1.15}}}"
91,73,超サイヤ人4ゴジータVS超一星龍,極限Zバトル,1024480,"{""lwf"":{""event_top_chara"":{""x"":-74,""y"":-18,""scale"":1.06},""anime_start"":{""x"":-74,""y"":-18,""scale"":1.06},""anime_end"":{""x"":-74,""y"":-62,""scale"":1.06},""shadow"":{""x"":10000,""y"":10000,""scale"":0.0},""start_chara"":{""x"":-6,""y"":-18,""scale"":1.15}}}"
92,74,超サイヤ人孫悟空(天使)&超サイヤ人ベジータ(天使),ふたつの力の融合,1024580,"{""lwf"":{""event_top_chara"":{""x"":-46,""y"":-4,""scale"":0.88},""anime_start"":{""x"":-46,""y"":-4,""scale"":0.88},""anime_end"":{""x"":-46,""y"":-68,""scale"":0.88},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-8,""y"":-14,""scale"":1.14}}}"
94,75,超サイヤ人孫悟空&超サイヤ人ベジータ,合体する超パワー,1024570,"{""lwf"":{""event_top_chara"":{""x"":-16,""y"":6,""scale"":0.87},""anime_start"":{""x"":-16,""y"":6,""scale"":0.87},""anime_end"":{""x"":-16,""y"":-70,""scale"":0.87},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-10,""y"":-18,""scale"":1.14}}}"
95,76,宿命のライバル編5,極限Zバトル,1024610,"{""lwf"":{""event_top_chara"":{""x"":-40,""y"":-74,""scale"":0.93},""anime_start"":{""x"":-40,""y"":-74,""scale"":0.93},""anime_end"":{""x"":-40,""y"":-128,""scale"":0.93},""shadow"":{""x"":10000,""y"":10000,""scale"":0.0},""start_chara"":{""x"":-8,""y"":-18,""scale"":1.14}}}"
96,77,超サイヤ人ゴッドSSベジータ,誇りの遵守,1024620,"{""lwf"":{""event_top_chara"":{""x"":-6,""y"":204,""scale"":0.74},""anime_start"":{""x"":-6,""y"":204,""scale"":0.74},""anime_end"":{""x"":122,""y"":86,""scale"":0.74},""shadow"":{""x"":-172,""y"":1070,""scale"":0.46},""start_chara"":{""x"":-4,""y"":-14,""scale"":1.17}}}"
97,78,ドッカンオールスター,極限Zバトル,1024470,"{""lwf"":{""event_top_chara"":{""x"":36,""y"":-82,""scale"":0.92},""anime_start"":{""x"":36,""y"":-82,""scale"":0.92},""anime_end"":{""x"":36,""y"":-120,""scale"":0.92},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-6,""y"":-14,""scale"":1.15}}}"
98,79,ターレス,爆発的な進化,1024760,"{""lwf"":{""event_top_chara"":{""x"":10,""y"":68,""scale"":1.0},""anime_start"":{""x"":10,""y"":68,""scale"":1.0},""anime_end"":{""x"":146,""y"":-60,""scale"":1.0},""shadow"":{""x"":-168,""y"":732,""scale"":0.67},""start_chara"":{""x"":-8,""y"":-16,""scale"":1.12}}}"
99,80,アルティメット孫悟飯,潜在パワーのすべて,1011801,"{""lwf"":{""event_top_chara"":{""x"":4,""y"":-156,""scale"":1.17},""anime_start"":{""x"":4,""y"":-156,""scale"":1.17},""anime_end"":{""x"":166,""y"":-248,""scale"":1.17},""shadow"":{""x"":-130,""y"":382,""scale"":0.81},""start_chara"":{""x"":-2,""y"":-14,""scale"":1.15}}}"
101,81,セル(完全体)&セルジュニア,死を呼ぶセルゲーム,1025010,"{""lwf"":{""event_top_chara"":{""x"":36,""y"":-360,""scale"":1.46},""anime_start"":{""x"":36,""y"":-360,""scale"":1.46},""anime_end"":{""x"":36,""y"":-360,""scale"":1.46},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-8,""y"":-14,""scale"":1.16}}}"
102,82,ゴールデンフリーザ(天使),帝王の真の輝き,1012031,"{""lwf"":{""event_top_chara"":{""x"":0,""y"":-58,""scale"":0.98},""anime_start"":{""x"":0,""y"":-58,""scale"":0.98},""anime_end"":{""x"":128,""y"":-162,""scale"":0.98},""shadow"":{""x"":-116,""y"":558,""scale"":0.61},""start_chara"":{""x"":-12,""y"":-28,""scale"":0.94}}}"
103,83,青き合体と薔薇色の超サイヤ人,極限Zバトル,1025480,"{""lwf"":{""event_top_chara"":{""x"":-80,""y"":90,""scale"":0.77},""anime_start"":{""x"":-80,""y"":90,""scale"":0.77},""anime_end"":{""x"":-80,""y"":52,""scale"":0.77},""shadow"":{""x"":10000,""y"":10000,""scale"":0.0},""start_chara"":{""x"":-6,""y"":-16,""scale"":1.15}}}"
104,84,トランクス(青年期)(未来)&マイ(未来),未来への希望と約束,1014081,"{""lwf"":{""event_top_chara"":{""x"":-36,""y"":86,""scale"":0.74},""anime_start"":{""x"":-36,""y"":86,""scale"":0.74},""anime_end"":{""x"":-36,""y"":52,""scale"":0.74},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-10,""y"":-22,""scale"":0.9}}}"
105,85,ゴクウブラック(超サイヤ人ロゼ)&ザマス,容赦なき断罪,1025681,"{""lwf"":{""event_top_chara"":{""x"":12,""y"":226,""scale"":0.7},""anime_start"":{""x"":12,""y"":226,""scale"":0.7},""anime_end"":{""x"":12,""y"":176,""scale"":0.7},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-8,""y"":6,""scale"":0.88}}}"
106,86,超フルパワーサイヤ人4孫悟空,希望を背負った一撃,1014131,"{""lwf"":{""event_top_chara"":{""x"":-46,""y"":150,""scale"":0.67},""anime_start"":{""x"":-46,""y"":150,""scale"":0.67},""anime_end"":{""x"":80,""y"":44,""scale"":0.67},""shadow"":{""x"":-244,""y"":964,""scale"":0.4},""start_chara"":{""x"":-2,""y"":-10,""scale"":0.96}}}"
108,87,孫悟空(GT)&パン(GT)&トランクス(GT),まだまだ続くアドベンチャー,1025701,"{""lwf"":{""event_top_chara"":{""x"":0,""y"":154,""scale"":0.73},""anime_start"":{""x"":0,""y"":154,""scale"":0.73},""anime_end"":{""x"":0,""y"":112,""scale"":0.73},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":2,""y"":-16,""scale"":0.92}}}"
109,88,ヒロインコレクション編2,極限Zバトル,1025880,"{""lwf"":{""event_top_chara"":{""x"":18,""y"":2,""scale"":0.92},""anime_start"":{""x"":18,""y"":2,""scale"":0.92},""anime_end"":{""x"":18,""y"":-34,""scale"":0.92},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-8,""y"":-16,""scale"":0.96}}}"
110,89,孫悟空,極限の怒り,1025890,"{""lwf"":{""event_top_chara"":{""x"":-2,""y"":22,""scale"":1.02},""anime_start"":{""x"":-2,""y"":22,""scale"":1.02},""anime_end"":{""x"":162,""y"":-86,""scale"":1.02},""shadow"":{""x"":-96,""y"":650,""scale"":0.77},""start_chara"":{""x"":-10,""y"":-8,""scale"":1.01}}}"
111,90,フリーザ(フルパワー),生き残りをかけた最終攻撃,1015571,"{""lwf"":{""event_top_chara"":{""x"":-4,""y"":256,""scale"":0.58},""anime_start"":{""x"":-4,""y"":256,""scale"":0.58},""anime_end"":{""x"":186,""y"":148,""scale"":0.58},""shadow"":{""x"":-106,""y"":1120,""scale"":0.36},""start_chara"":{""x"":-8,""y"":-12,""scale"":0.89}}}"
112,91,メタルクウラ,ビッグゲテスターとの融合,1015371,"{""lwf"":{""event_top_chara"":{""x"":22,""y"":-296,""scale"":1.22},""anime_start"":{""x"":22,""y"":-296,""scale"":1.22},""anime_end"":{""x"":164,""y"":-378,""scale"":1.22},""shadow"":{""x"":-74,""y"":96,""scale"":0.85},""start_chara"":{""x"":-6,""y"":-44,""scale"":1.0}}}"
113,92,クウラ,とびっきりの究極パワー,1026010,"{""lwf"":{""event_top_chara"":{""x"":-8,""y"":-172,""scale"":1.15},""anime_start"":{""x"":-8,""y"":-172,""scale"":1.15},""anime_end"":{""x"":122,""y"":-278,""scale"":1.15},""shadow"":{""x"":-156,""y"":306,""scale"":0.86},""start_chara"":{""x"":-14,""y"":-14,""scale"":0.99}}}"
114,93,孫悟空(少年期),すべてをかけた拳,1016571,"{""lwf"":{""event_top_chara"":{""x"":-66,""y"":266,""scale"":0.49},""anime_start"":{""x"":-66,""y"":266,""scale"":0.49},""anime_end"":{""x"":84,""y"":150,""scale"":0.49},""shadow"":{""x"":-242,""y"":1108,""scale"":0.31},""start_chara"":{""x"":-6,""y"":-2,""scale"":0.91}}}"
94000,94,超サイヤ人3バーダック,サイヤ人の力の証明,1011781,"{""lwf"":{""event_top_chara"":{""x"":-58,""y"":96,""scale"":0.73},""anime_start"":{""x"":-58,""y"":96,""scale"":0.73},""anime_end"":{""x"":96,""y"":-32,""scale"":0.73},""shadow"":{""x"":-332,""y"":784,""scale"":0.58},""start_chara"":{""x"":-8,""y"":-38,""scale"":0.96}}}"
95000,95,DBヒーローズ編2,極限Zバトル,1026300,"{""lwf"":{""event_top_chara"":{""x"":-4,""y"":100,""scale"":0.89},""anime_start"":{""x"":-4,""y"":100,""scale"":0.89},""anime_end"":{""x"":-4,""y"":40,""scale"":0.89},""shadow"":{""x"":10000,""y"":10000,""scale"":0.0},""start_chara"":{""x"":52,""y"":-6,""scale"":1.22}}}"
96000,96,フルパワーボージャック(銀河戦士),銀河ギリギリの侵略,1012161,"{""lwf"":{""event_top_chara"":{""x"":2,""y"":-360,""scale"":1.44},""anime_start"":{""x"":2,""y"":-360,""scale"":1.44},""anime_end"":{""x"":148,""y"":-450,""scale"":1.44},""shadow"":{""x"":-140,""y"":40,""scale"":0.98},""start_chara"":{""x"":-8,""y"":-14,""scale"":1.08}}}"
97000,97,超サイヤ人ゴジータ,全てを超えた最強の融合,1026450,"{""lwf"":{""event_top_chara"":{""x"":0,""y"":130,""scale"":0.87},""anime_start"":{""x"":0,""y"":130,""scale"":0.87},""anime_end"":{""x"":136,""y"":40,""scale"":0.87},""shadow"":{""x"":-96,""y"":914,""scale"":0.61},""start_chara"":{""x"":-12,""y"":0,""scale"":1.03}}}"
98000,98,超サイヤ人ブロリー,戦闘民族の終わりなき進化,1026460,"{""lwf"":{""event_top_chara"":{""x"":46,""y"":166,""scale"":0.89},""anime_start"":{""x"":46,""y"":166,""scale"":0.89},""anime_end"":{""x"":200,""y"":44,""scale"":0.89},""shadow"":{""x"":-68,""y"":964,""scale"":0.74},""start_chara"":{""x"":22,""y"":4,""scale"":1.12}}}"
99000,99,神次元の闘い編,極限Zバトル,1026650,"{""lwf"":{""event_top_chara"":{""x"":-6,""y"":-28,""scale"":0.87},""anime_start"":{""x"":-6,""y"":-28,""scale"":0.87},""anime_end"":{""x"":-6,""y"":-78,""scale"":0.87},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-8,""y"":-14,""scale"":0.9}}}"
100000,100,超サイヤ人孫悟飯(少年期),目覚める真の力,1026660,"{""lwf"":{""event_top_chara"":{""x"":-110,""y"":46,""scale"":0.93},""anime_start"":{""x"":-110,""y"":46,""scale"":0.93},""anime_end"":{""x"":36,""y"":-32,""scale"":0.93},""shadow"":{""x"":-388,""y"":702,""scale"":0.75},""start_chara"":{""x"":-8,""y"":-12,""scale"":0.95}}}"
101000,101,セル(完全体),完全体の真価,1026670,"{""lwf"":{""event_top_chara"":{""x"":224,""y"":-22,""scale"":1.36},""anime_start"":{""x"":224,""y"":-22,""scale"":1.36},""anime_end"":{""x"":372,""y"":-124,""scale"":1.36},""shadow"":{""x"":312,""y"":482,""scale"":1.02},""start_chara"":{""x"":6,""y"":32,""scale"":1.06}}}"
102000,102,超サイヤ人ゴッド孫悟空,よみがえる伝説,1018251,"{""lwf"":{""event_top_chara"":{""x"":0,""y"":-204,""scale"":1.18},""anime_start"":{""x"":0,""y"":-204,""scale"":1.18},""anime_end"":{""x"":118,""y"":-298,""scale"":1.18},""shadow"":{""x"":-156,""y"":174,""scale"":0.87},""start_chara"":{""x"":-6,""y"":-4,""scale"":1.0}}}"
103000,103,超ベジット,無限の輝き,1012381,"{""lwf"":{""event_top_chara"":{""x"":-2,""y"":-14,""scale"":0.77},""anime_start"":{""x"":-2,""y"":-14,""scale"":0.77},""anime_end"":{""x"":106,""y"":-124,""scale"":0.77},""shadow"":{""x"":-106,""y"":662,""scale"":0.54},""start_chara"":{""x"":-8,""y"":-18,""scale"":0.87}}}"
104000,104,魔人ブウ(悪),驚異の吸収能力,1015051,"{""lwf"":{""event_top_chara"":{""x"":0,""y"":-270,""scale"":1.13},""anime_start"":{""x"":0,""y"":-270,""scale"":1.13},""anime_end"":{""x"":126,""y"":-364,""scale"":1.13},""shadow"":{""x"":-128,""y"":118,""scale"":0.78},""start_chara"":{""x"":0,""y"":-14,""scale"":0.93}}}"
105000,105,超サイヤ人孫悟空,奇跡を起こす超サイヤ人,1018491,"{""lwf"":{""event_top_chara"":{""x"":0,""y"":-120,""scale"":1.04},""anime_start"":{""x"":0,""y"":-120,""scale"":1.04},""anime_end"":{""x"":132,""y"":-226,""scale"":1.04},""shadow"":{""x"":-142,""y"":394,""scale"":0.73},""start_chara"":{""x"":-10,""y"":0,""scale"":0.96}}}"
106000,106,超サイヤ人ゴッドSS孫悟空(界王拳),とっておきの超パワー,1018541,"{""lwf"":{""event_top_chara"":{""x"":-82,""y"":-104,""scale"":0.99},""anime_start"":{""x"":-82,""y"":-104,""scale"":0.99},""anime_end"":{""x"":58,""y"":-208,""scale"":0.99},""shadow"":{""x"":-268,""y"":484,""scale"":0.67},""start_chara"":{""x"":-10,""y"":-12,""scale"":0.97}}}"
107000,107,ゴジータ,究極最強の融合,1026960,"{""lwf"":{""event_top_chara"":{""x"":-6,""y"":-218,""scale"":1.31},""anime_start"":{""x"":-6,""y"":-218,""scale"":1.31},""anime_end"":{""x"":152,""y"":-302,""scale"":1.31},""shadow"":{""x"":-138,""y"":128,""scale"":1.03},""start_chara"":{""x"":-10,""y"":-12,""scale"":1.08}}}"
108000,108,ベジット,究極無敵の合体,1026970,"{""lwf"":{""event_top_chara"":{""x"":-4,""y"":-210,""scale"":1.24},""anime_start"":{""x"":-4,""y"":-210,""scale"":1.24},""anime_end"":{""x"":140,""y"":-296,""scale"":1.24},""shadow"":{""x"":-180,""y"":130,""scale"":0.99},""start_chara"":{""x"":-6,""y"":-8,""scale"":1.05}}}"
109000,109,ビルス&ウイス,破壊による世界調和,1027090,"{""lwf"":{""event_top_chara"":{""x"":-22,""y"":-268,""scale"":1.2},""anime_start"":{""x"":-22,""y"":-268,""scale"":1.2},""anime_end"":{""x"":-22,""y"":-296,""scale"":1.2},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-12,""y"":-4,""scale"":0.97}}}"
110000,110,人造人間17号,死力を尽くしたサバイバル,1014911,"{""lwf"":{""event_top_chara"":{""x"":36,""y"":68,""scale"":0.71},""anime_start"":{""x"":36,""y"":68,""scale"":0.71},""anime_end"":{""x"":180,""y"":-36,""scale"":0.71},""shadow"":{""x"":-54,""y"":824,""scale"":0.49},""start_chara"":{""x"":-6,""y"":-22,""scale"":0.84}}}"
111000,111,超サイヤ人2カリフラ&超サイヤ人2ケール,ふたりは全宇宙最強,1016841,"{""lwf"":{""event_top_chara"":{""x"":-24,""y"":104,""scale"":0.86},""anime_start"":{""x"":-24,""y"":104,""scale"":0.86},""anime_end"":{""x"":-24,""y"":44,""scale"":0.86},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-20,""y"":16,""scale"":0.91}}}"
112000,112,ピッコロ,神と大魔王の融合,1027260,"{""lwf"":{""event_top_chara"":{""x"":10,""y"":-242,""scale"":1.68},""anime_start"":{""x"":10,""y"":-242,""scale"":1.68},""anime_end"":{""x"":144,""y"":-330,""scale"":1.68},""shadow"":{""x"":-96,""y"":210,""scale"":1.24},""start_chara"":{""x"":4,""y"":-4,""scale"":1.31}}}"
113000,113,超サイヤ人孫悟飯(青年期)&超サイヤ人孫悟天(幼年期),奇跡を呼ぶ大激闘,1027590,"{""lwf"":{""event_top_chara"":{""x"":-14,""y"":-128,""scale"":0.98},""anime_start"":{""x"":-14,""y"":-128,""scale"":0.98},""anime_end"":{""x"":-14,""y"":-184,""scale"":0.98},""shadow"":{""x"":5000,""y"":5000,""scale"":0.0},""start_chara"":{""x"":-8,""y"":2,""scale"":0.91}}}"
114000,114,ビルス,激情の破壊神,1019341,"{""lwf"":{""event_top_chara"":{""x"":-16,""y"":-8,""scale"":0.98},""anime_start"":{""x"":-16,""y"":-8,""scale"":0.98},""anime_end"":{""x"":112,""y"":-128,""scale"":0.98},""shadow"":{""x"":-208,""y"":588,""scale"":0.76},""start_chara"":{""x"":-24,""y"":2,""scale"":1.03}}}"
115000,115,GT編,極限Zバトル,1028081,"{""lwf"":{""event_top_chara"":{""x"":12,""y"":-26,""scale"":0.93},""anime_start"":{""x"":12,""y"":-26,""scale"":0.93},""anime_end"":{""x"":12,""y"":-78,""scale"":0.93},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":6,""y"":6,""scale"":0.83}}}"
116000,116,超サイヤ人ベジータ,限りない戦闘力,1016511,"{""lwf"":{""event_top_chara"":{""x"":-4,""y"":-24,""scale"":0.87},""anime_start"":{""x"":-4,""y"":-24,""scale"":0.87},""anime_end"":{""x"":112,""y"":-124,""scale"":0.87},""shadow"":{""x"":-142,""y"":620,""scale"":0.56},""start_chara"":{""x"":-6,""y"":-8,""scale"":1.0}}}"
117000,117,ヒロインコレクション編3,極限Zバトル,1028181,"{""lwf"":{""event_top_chara"":{""x"":80,""y"":-106,""scale"":0.78},""anime_start"":{""x"":80,""y"":-106,""scale"":0.78},""anime_end"":{""x"":80,""y"":-138,""scale"":0.78},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-10,""y"":-18,""scale"":0.87}}}"
118000,118,スーパーベビー2(大猿ベビー),究極の邪悪生命体,1016401,"{""lwf"":{""event_top_chara"":{""x"":-24,""y"":-106,""scale"":0.92},""anime_start"":{""x"":-24,""y"":-106,""scale"":0.92},""anime_end"":{""x"":134,""y"":-210,""scale"":0.92},""shadow"":{""x"":-196,""y"":440,""scale"":0.69},""start_chara"":{""x"":-12,""y"":-18,""scale"":0.94}}}"
119000,119,トランクス(青年期)(未来),未来を守る強靭な意志 ,1028241,"{""lwf"":{""event_top_chara"":{""x"":-184,""y"":-176,""scale"":1.16},""anime_start"":{""x"":-184,""y"":-176,""scale"":1.16},""anime_end"":{""x"":-66,""y"":-256,""scale"":1.16},""shadow"":{""x"":-454,""y"":386,""scale"":0.78},""start_chara"":{""x"":-92,""y"":-10,""scale"":1.03}}}"
120000,120,ザマス,神の真の力,1028251,"{""lwf"":{""event_top_chara"":{""x"":-10,""y"":-234,""scale"":1.35},""anime_start"":{""x"":-10,""y"":-234,""scale"":1.35},""anime_end"":{""x"":120,""y"":-332,""scale"":1.35},""shadow"":{""x"":-150,""y"":260,""scale"":0.91},""start_chara"":{""x"":-18,""y"":4,""scale"":1.04}}}"
121000,121,孫悟飯(未来),義勇の戦士 ,1028261,"{""lwf"":{""event_top_chara"":{""x"":6,""y"":86,""scale"":0.78},""anime_start"":{""x"":6,""y"":86,""scale"":0.78},""anime_end"":{""x"":140,""y"":-30,""scale"":0.78},""shadow"":{""x"":-114,""y"":792,""scale"":0.54},""start_chara"":{""x"":0,""y"":-18,""scale"":0.96}}}"
122000,122,未来編,極限Zバトル,1028341,"{""lwf"":{""event_top_chara"":{""x"":-40,""y"":-126,""scale"":0.93},""anime_start"":{""x"":-40,""y"":-126,""scale"":0.93},""anime_end"":{""x"":-40,""y"":-146,""scale"":0.93},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-4,""y"":-20,""scale"":0.89}}}"
123000,123,ゴクウブラック,気高き美しさの頂点 ,1028441,"{""lwf"":{""event_top_chara"":{""x"":-20,""y"":-134,""scale"":1.09},""anime_start"":{""x"":-20,""y"":-134,""scale"":1.09},""anime_end"":{""x"":118,""y"":-230,""scale"":1.09},""shadow"":{""x"":-152,""y"":314,""scale"":0.88},""start_chara"":{""x"":-6,""y"":4,""scale"":0.98}}}"
124000,124,ゴクウブラック(超サイヤ人ロゼ),万物を裁く力の証明,1028451,"{""lwf"":{""event_top_chara"":{""x"":4,""y"":-288,""scale"":1.24},""anime_start"":{""x"":4,""y"":-288,""scale"":1.24},""anime_end"":{""x"":134,""y"":-380,""scale"":1.24},""shadow"":{""x"":-108,""y"":122,""scale"":0.88},""start_chara"":{""x"":-6,""y"":-14,""scale"":0.96}}}"
125000,125,ジレン,絶対的な強さ,1013941,"{""lwf"":{""event_top_chara"":{""x"":-14,""y"":-154,""scale"":0.94},""anime_start"":{""x"":-14,""y"":-154,""scale"":0.94},""anime_end"":{""x"":136,""y"":-242,""scale"":0.94},""shadow"":{""x"":-152,""y"":338,""scale"":0.65},""start_chara"":{""x"":-10,""y"":-40,""scale"":0.89}}}"
126000,126,DBヒーローズ編3,極限Zバトル,1028611,"{""lwf"":{""event_top_chara"":{""x"":-16,""y"":62,""scale"":0.91},""anime_start"":{""x"":-16,""y"":62,""scale"":0.91},""anime_end"":{""x"":-16,""y"":6,""scale"":0.91},""shadow"":{""x"":10000,""y"":10000,""scale"":0.0},""start_chara"":{""x"":32,""y"":54,""scale"":1.13}}}"
127000,127,ナッパ/ベジータ,猛威を振るう凶悪サイヤ人,1028661,"{""lwf"":{""event_top_chara"":{""x"":62,""y"":-88,""scale"":0.85},""anime_start"":{""x"":62,""y"":-88,""scale"":0.85},""anime_end"":{""x"":62,""y"":-128,""scale"":0.85},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-2,""y"":-6,""scale"":0.92}}}"
128000,128,人造人間17号&18号/人造人間16号,人造人間たちの旅,1028941,"{""lwf"":{""event_top_chara"":{""x"":-2,""y"":-194,""scale"":1.05},""anime_start"":{""x"":-2,""y"":-194,""scale"":1.05},""anime_end"":{""x"":-2,""y"":-242,""scale"":1.05},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":4,""y"":6,""scale"":0.9}}}"
129000,129,人造人間13号,標的抹殺の回路,1028911,"{""lwf"":{""event_top_chara"":{""x"":38,""y"":-384,""scale"":1.65},""anime_start"":{""x"":38,""y"":-384,""scale"":1.65},""anime_end"":{""x"":170,""y"":-470,""scale"":1.65},""shadow"":{""x"":-44,""y"":-160,""scale"":1.22},""start_chara"":{""x"":14,""y"":28,""scale"":1.07}}}"
130000,130,超サイヤ人3孫悟空,黄金色の拳,1012721,"{""lwf"":{""event_top_chara"":{""x"":116,""y"":-138,""scale"":1.16},""anime_start"":{""x"":116,""y"":-138,""scale"":1.16},""anime_end"":{""x"":282,""y"":-238,""scale"":1.16},""shadow"":{""x"":74,""y"":340,""scale"":0.88},""start_chara"":{""x"":76,""y"":8,""scale"":1.07}}}"
131000,131,"孫悟空(身勝手の極意""兆"")",逆転の兆し,1019821,"{""lwf"":{""event_top_chara"":{""x"":-2,""y"":-40,""scale"":0.98},""anime_start"":{""x"":-2,""y"":-40,""scale"":0.98},""anime_end"":{""x"":146,""y"":-156,""scale"":0.98},""shadow"":{""x"":-136,""y"":556,""scale"":0.75},""start_chara"":{""x"":-8,""y"":-24,""scale"":1.01}}}"
132000,132,ケフラ,限界を突破した高み,1028931,"{""lwf"":{""event_top_chara"":{""x"":-102,""y"":178,""scale"":0.7},""anime_start"":{""x"":-102,""y"":178,""scale"":0.7},""anime_end"":{""x"":28,""y"":58,""scale"":0.7},""shadow"":{""x"":-334,""y"":886,""scale"":0.51},""start_chara"":{""x"":-108,""y"":-10,""scale"":1.0}}}"
133000,133,ブロリー&チライ&レモ,バンパでの新たな生活,1029301,"{""lwf"":{""event_top_chara"":{""x"":-42,""y"":66,""scale"":0.84},""anime_start"":{""x"":-42,""y"":66,""scale"":0.84},""anime_end"":{""x"":-42,""y"":2,""scale"":0.84},""shadow"":{""x"":5000,""y"":5000,""scale"":0.0},""start_chara"":{""x"":-6,""y"":4,""scale"":1.01}}}"
134000,134,孫悟空(身勝手の極意),真の極意,1020311,"{""lwf"":{""event_top_chara"":{""x"":-8,""y"":-92,""scale"":0.97},""anime_start"":{""x"":-8,""y"":-92,""scale"":0.97},""anime_end"":{""x"":106,""y"":-200,""scale"":0.97},""shadow"":{""x"":-196,""y"":404,""scale"":0.79},""start_chara"":{""x"":2,""y"":-12,""scale"":1.0}}}"
135000,135,超サイヤ人ゴッドSSベジータ(進化),真の戦闘民族,1020341,"{""lwf"":{""event_top_chara"":{""x"":14,""y"":34,""scale"":0.87},""anime_start"":{""x"":14,""y"":34,""scale"":0.87},""anime_end"":{""x"":170,""y"":-62,""scale"":0.87},""shadow"":{""x"":-46,""y"":642,""scale"":0.67},""start_chara"":{""x"":2,""y"":-8,""scale"":0.99}}}"
136000,136,超ベジータ,執念の秘策,1022651,"{""lwf"":{""event_top_chara"":{""x"":0,""y"":152,""scale"":0.75},""anime_start"":{""x"":0,""y"":152,""scale"":0.75},""anime_end"":{""x"":116,""y"":36,""scale"":0.75},""shadow"":{""x"":-92,""y"":976,""scale"":0.52},""start_chara"":{""x"":-10,""y"":6,""scale"":0.9}}}"
137000,137,超サイヤ人ゴッドSS孫悟空(界王拳)&超サイヤ人ゴッドSSベジータ(進化),果てしない力の凌駕,1029311,"{""lwf"":{""event_top_chara"":{""x"":-10,""y"":118,""scale"":0.71},""anime_start"":{""x"":-10,""y"":118,""scale"":0.71},""anime_end"":{""x"":-10,""y"":38,""scale"":0.71},""shadow"":{""x"":5000,""y"":5000,""scale"":0.0},""start_chara"":{""x"":-6,""y"":2,""scale"":0.9}}}"
138000,138,バーダック,怒涛の反撃,1029601,"{""lwf"":{""event_top_chara"":{""x"":92,""y"":128,""scale"":0.95},""anime_start"":{""x"":92,""y"":128,""scale"":0.95},""anime_end"":{""x"":254,""y"":30,""scale"":0.95},""shadow"":{""x"":112,""y"":836,""scale"":0.71},""start_chara"":{""x"":6,""y"":40,""scale"":0.94}}}"
139000,139,ゴテンクス,メチャすごい合体パワー,1029521,"{""lwf"":{""event_top_chara"":{""x"":10,""y"":142,""scale"":0.76},""anime_start"":{""x"":10,""y"":142,""scale"":0.76},""anime_end"":{""x"":158,""y"":38,""scale"":0.76},""shadow"":{""x"":-102,""y"":900,""scale"":0.44},""start_chara"":{""x"":-4,""y"":-44,""scale"":0.92}}}"
140000,140,孫悟空&ベジータ(天使),ひとつに重なった希望,1029531,"{""lwf"":{""event_top_chara"":{""x"":2,""y"":-30,""scale"":0.93},""anime_start"":{""x"":2,""y"":-30,""scale"":0.93},""anime_end"":{""x"":2,""y"":-86,""scale"":0.93},""shadow"":{""x"":-5000,""y"":-5000,""scale"":0.0},""start_chara"":{""x"":-18,""y"":16,""scale"":0.91}}}"
141000,141,魔人ブウ(ゴテンクス吸収),無敵の吸収形態,1029541,"{""lwf"":{""event_top_chara"":{""x"":50,""y"":-318,""scale"":1.36},""anime_start"":{""x"":50,""y"":-318,""scale"":1.36},""anime_end"":{""x"":184,""y"":-412,""scale"":1.36},""shadow"":{""x"":-116,""y"":-30,""scale"":1.03},""start_chara"":{""x"":-32,""y"":-10,""scale"":0.95}}}"
