id,dot_character_lv_reward_set_id,dot_character_lv,item_id,item_type,quantity,card_exp_init
735,3,5,11,Point::Stone,5,0
736,3,5,1,ActItem,1,0
737,3,5,1,EventkagiItem,2,0
738,3,5,2,EventkagiItem,2,0
739,3,5,3,EventkagiItem,2,0
740,3,5,1002640,Card,2,93879
741,3,5,1002630,Card,2,765122
742,3,5,1,PotentialItem,200,0
743,3,5,2,PotentialItem,200,0
744,3,5,3,PotentialItem,200,0
745,3,5,4,PotentialItem,200,0
746,3,5,5,PotentialItem,200,0
747,3,5,6,PotentialItem,100,0
748,3,5,7,PotentialItem,100,0
749,3,5,8,PotentialItem,100,0
750,3,5,9,PotentialItem,100,0
751,3,5,10,PotentialItem,100,0
752,3,5,800,TrainingItem,5,0
753,3,5,801,TrainingItem,5,0
754,3,5,802,TrainingItem,5,0
755,3,5,803,TrainingItem,5,0
756,3,5,804,TrainingItem,5,0
757,3,5,900,TrainingItem,2,0
758,3,5,901,TrainingItem,2,0
759,3,5,902,TrainingItem,2,0
760,3,5,903,TrainingItem,2,0
761,3,5,904,TrainingItem,2,0
762,3,5,1000,TrainingItem,1,0
763,3,5,1001,TrainingItem,1,0
764,3,5,1002,TrainingItem,1,0
765,3,5,1003,TrainingItem,1,0
766,3,5,1004,TrainingItem,1,0
767,3,6,11,Point::Stone,5,0
768,3,6,1,ActItem,3,0
769,3,6,1,EventkagiItem,2,0
770,3,6,2,EventkagiItem,2,0
771,3,6,3,EventkagiItem,2,0
772,3,6,1002640,Card,3,93879
773,3,6,1002630,Card,3,765122
774,3,6,1,PotentialItem,300,0
775,3,6,2,PotentialItem,300,0
776,3,6,3,PotentialItem,300,0
777,3,6,4,PotentialItem,300,0
778,3,6,5,PotentialItem,300,0
779,3,6,6,PotentialItem,150,0
780,3,6,7,PotentialItem,150,0
781,3,6,8,PotentialItem,150,0
782,3,6,9,PotentialItem,150,0
783,3,6,10,PotentialItem,150,0
784,3,6,800,TrainingItem,5,0
785,3,6,801,TrainingItem,5,0
786,3,6,802,TrainingItem,5,0
787,3,6,803,TrainingItem,5,0
788,3,6,804,TrainingItem,5,0
789,3,6,900,TrainingItem,2,0
790,3,6,901,TrainingItem,2,0
791,3,6,902,TrainingItem,2,0
792,3,6,903,TrainingItem,2,0
793,3,6,904,TrainingItem,2,0
794,3,6,1000,TrainingItem,1,0
795,3,6,1001,TrainingItem,1,0
796,3,6,1002,TrainingItem,1,0
797,3,6,1003,TrainingItem,1,0
798,3,6,1004,TrainingItem,1,0
799,3,7,11,Point::Stone,5,0
800,3,7,1013400,Card,5,0
801,3,7,1,ActItem,3,0
802,3,7,2,ActItem,1,0
803,3,7,1,EventkagiItem,2,0
804,3,7,2,EventkagiItem,2,0
805,3,7,3,EventkagiItem,2,0
806,3,7,1002640,Card,3,93879
807,3,7,1002630,Card,3,765122
808,3,7,1005480,Card,1,765122
809,3,7,1,PotentialItem,400,0
810,3,7,2,PotentialItem,400,0
811,3,7,3,PotentialItem,400,0
812,3,7,4,PotentialItem,400,0
813,3,7,5,PotentialItem,400,0
814,3,7,6,PotentialItem,250,0
815,3,7,7,PotentialItem,250,0
816,3,7,8,PotentialItem,250,0
817,3,7,9,PotentialItem,250,0
818,3,7,10,PotentialItem,250,0
819,3,7,11,PotentialItem,10,0
820,3,7,12,PotentialItem,10,0
821,3,7,13,PotentialItem,10,0
822,3,7,14,PotentialItem,10,0
823,3,7,15,PotentialItem,10,0
824,3,7,800,TrainingItem,5,0
825,3,7,801,TrainingItem,5,0
826,3,7,802,TrainingItem,5,0
827,3,7,803,TrainingItem,5,0
828,3,7,804,TrainingItem,5,0
829,3,7,900,TrainingItem,2,0
830,3,7,901,TrainingItem,2,0
831,3,7,902,TrainingItem,2,0
832,3,7,903,TrainingItem,2,0
833,3,7,904,TrainingItem,2,0
834,3,7,1000,TrainingItem,1,0
835,3,7,1001,TrainingItem,1,0
836,3,7,1002,TrainingItem,1,0
837,3,7,1003,TrainingItem,1,0
838,3,7,1004,TrainingItem,1,0
839,3,8,11,Point::Stone,10,0
840,3,8,1013400,Card,10,0
841,3,8,1,ActItem,3,0
842,3,8,2,ActItem,2,0
843,3,8,1,EventkagiItem,2,0
844,3,8,2,EventkagiItem,2,0
845,3,8,3,EventkagiItem,2,0
846,3,8,1002640,Card,3,93879
847,3,8,1002630,Card,3,765122
848,3,8,1005480,Card,3,765122
849,3,8,1,PotentialItem,600,0
850,3,8,2,PotentialItem,600,0
851,3,8,3,PotentialItem,600,0
852,3,8,4,PotentialItem,600,0
853,3,8,5,PotentialItem,600,0
854,3,8,6,PotentialItem,350,0
855,3,8,7,PotentialItem,350,0
856,3,8,8,PotentialItem,350,0
857,3,8,9,PotentialItem,350,0
858,3,8,10,PotentialItem,350,0
859,3,8,11,PotentialItem,20,0
860,3,8,12,PotentialItem,20,0
861,3,8,13,PotentialItem,20,0
862,3,8,14,PotentialItem,20,0
863,3,8,15,PotentialItem,20,0
864,3,8,800,TrainingItem,5,0
865,3,8,801,TrainingItem,5,0
866,3,8,802,TrainingItem,5,0
867,3,8,803,TrainingItem,5,0
868,3,8,804,TrainingItem,5,0
869,3,8,900,TrainingItem,2,0
870,3,8,901,TrainingItem,2,0
871,3,8,902,TrainingItem,2,0
872,3,8,903,TrainingItem,2,0
873,3,8,904,TrainingItem,2,0
874,3,8,1000,TrainingItem,2,0
875,3,8,1001,TrainingItem,2,0
876,3,8,1002,TrainingItem,2,0
877,3,8,1003,TrainingItem,2,0
878,3,8,1004,TrainingItem,2,0
879,3,9,11,Point::Stone,10,0
880,3,9,1013400,Card,15,0
881,3,9,1,ActItem,3,0
882,3,9,2,ActItem,2,0
883,3,9,1,EventkagiItem,3,0
884,3,9,2,EventkagiItem,3,0
885,3,9,3,EventkagiItem,3,0
886,3,9,1002640,Card,4,93879
887,3,9,1002630,Card,4,765122
888,3,9,1005480,Card,4,765122
889,3,9,1,PotentialItem,700,0
890,3,9,2,PotentialItem,700,0
891,3,9,3,PotentialItem,700,0
892,3,9,4,PotentialItem,700,0
893,3,9,5,PotentialItem,700,0
894,3,9,6,PotentialItem,400,0
895,3,9,7,PotentialItem,400,0
896,3,9,8,PotentialItem,400,0
897,3,9,9,PotentialItem,400,0
898,3,9,10,PotentialItem,400,0
899,3,9,11,PotentialItem,30,0
900,3,9,12,PotentialItem,30,0
901,3,9,13,PotentialItem,30,0
902,3,9,14,PotentialItem,30,0
903,3,9,15,PotentialItem,30,0
904,3,9,800,TrainingItem,5,0
905,3,9,801,TrainingItem,5,0
906,3,9,802,TrainingItem,5,0
907,3,9,803,TrainingItem,5,0
908,3,9,804,TrainingItem,5,0
909,3,9,900,TrainingItem,2,0
910,3,9,901,TrainingItem,2,0
911,3,9,902,TrainingItem,2,0
912,3,9,903,TrainingItem,2,0
913,3,9,904,TrainingItem,2,0
914,3,9,1000,TrainingItem,2,0
915,3,9,1001,TrainingItem,2,0
916,3,9,1002,TrainingItem,2,0
917,3,9,1003,TrainingItem,2,0
918,3,9,1004,TrainingItem,2,0
919,3,10,11,Point::Stone,10,0
920,3,10,1003970,Card,1,0
921,3,10,1013400,Card,15,0
922,3,10,1,ActItem,3,0
923,3,10,2,ActItem,2,0
924,3,10,1,EventkagiItem,3,0
925,3,10,2,EventkagiItem,3,0
926,3,10,3,EventkagiItem,3,0
927,3,10,5,EventkagiItem,3,0
928,3,10,1002640,Card,5,93879
929,3,10,1002630,Card,5,765122
930,3,10,1005480,Card,5,765122
931,3,10,1,PotentialItem,800,0
932,3,10,2,PotentialItem,800,0
933,3,10,3,PotentialItem,800,0
934,3,10,4,PotentialItem,800,0
935,3,10,5,PotentialItem,800,0
936,3,10,6,PotentialItem,500,0
937,3,10,7,PotentialItem,500,0
938,3,10,8,PotentialItem,500,0
939,3,10,9,PotentialItem,500,0
940,3,10,10,PotentialItem,500,0
941,3,10,11,PotentialItem,40,0
942,3,10,12,PotentialItem,40,0
943,3,10,13,PotentialItem,40,0
944,3,10,14,PotentialItem,40,0
945,3,10,15,PotentialItem,40,0
946,3,10,800,TrainingItem,5,0
947,3,10,801,TrainingItem,5,0
948,3,10,802,TrainingItem,5,0
949,3,10,803,TrainingItem,5,0
950,3,10,804,TrainingItem,5,0
951,3,10,900,TrainingItem,2,0
952,3,10,901,TrainingItem,2,0
953,3,10,902,TrainingItem,2,0
954,3,10,903,TrainingItem,2,0
955,3,10,904,TrainingItem,2,0
956,3,10,1000,TrainingItem,2,0
957,3,10,1001,TrainingItem,2,0
958,3,10,1002,TrainingItem,2,0
959,3,10,1003,TrainingItem,2,0
960,3,10,1004,TrainingItem,2,0
961,3,11,11,Point::Stone,10,0
962,3,11,1003970,Card,1,0
963,3,11,1013400,Card,15,0
964,3,11,1,ActItem,3,0
965,3,11,2,ActItem,2,0
966,3,11,3,ActItem,1,0
967,3,11,1,EventkagiItem,5,0
968,3,11,2,EventkagiItem,5,0
969,3,11,3,EventkagiItem,5,0
970,3,11,5,EventkagiItem,5,0
971,3,11,1002640,Card,5,93879
972,3,11,1002630,Card,5,765122
973,3,11,1005480,Card,5,765122
974,3,11,1,PotentialItem,800,0
975,3,11,2,PotentialItem,800,0
976,3,11,3,PotentialItem,800,0
977,3,11,4,PotentialItem,800,0
978,3,11,5,PotentialItem,800,0
979,3,11,6,PotentialItem,500,0
980,3,11,7,PotentialItem,500,0
981,3,11,8,PotentialItem,500,0
982,3,11,9,PotentialItem,500,0
983,3,11,10,PotentialItem,500,0
984,3,11,11,PotentialItem,40,0
985,3,11,12,PotentialItem,40,0
986,3,11,13,PotentialItem,40,0
987,3,11,14,PotentialItem,40,0
988,3,11,15,PotentialItem,40,0
989,3,11,800,TrainingItem,5,0
990,3,11,801,TrainingItem,5,0
991,3,11,802,TrainingItem,5,0
992,3,11,803,TrainingItem,5,0
993,3,11,804,TrainingItem,5,0
994,3,11,900,TrainingItem,2,0
995,3,11,901,TrainingItem,2,0
996,3,11,902,TrainingItem,2,0
997,3,11,903,TrainingItem,2,0
998,3,11,904,TrainingItem,2,0
999,3,11,1000,TrainingItem,2,0
1000,3,11,1001,TrainingItem,2,0
1001,3,11,1002,TrainingItem,2,0
1002,3,11,1003,TrainingItem,2,0
1003,3,11,1004,TrainingItem,2,0
1004,3,12,11,Point::Stone,10,0
1005,3,12,1012230,Card,1,0
1006,3,12,1012240,Card,1,0
1007,3,12,1012250,Card,1,0
1008,3,12,1012260,Card,1,0
1009,3,12,1012270,Card,1,0
1010,3,12,1013400,Card,15,0
1011,3,12,1,ActItem,3,0
1012,3,12,2,ActItem,2,0
1013,3,12,3,ActItem,1,0
1014,3,12,1,EventkagiItem,5,0
1015,3,12,2,EventkagiItem,5,0
1016,3,12,3,EventkagiItem,5,0
1017,3,12,5,EventkagiItem,5,0
1018,3,12,1002640,Card,5,93879
1019,3,12,1002630,Card,5,765122
1020,3,12,1005480,Card,5,765122
1021,3,12,1,PotentialItem,800,0
1022,3,12,2,PotentialItem,800,0
1023,3,12,3,PotentialItem,800,0
1024,3,12,4,PotentialItem,800,0
1025,3,12,5,PotentialItem,800,0
1026,3,12,6,PotentialItem,500,0
1027,3,12,7,PotentialItem,500,0
1028,3,12,8,PotentialItem,500,0
1029,3,12,9,PotentialItem,500,0
1030,3,12,10,PotentialItem,500,0
1031,3,12,11,PotentialItem,40,0
1032,3,12,12,PotentialItem,40,0
1033,3,12,13,PotentialItem,40,0
1034,3,12,14,PotentialItem,40,0
1035,3,12,15,PotentialItem,40,0
1036,3,12,800,TrainingItem,5,0
1037,3,12,801,TrainingItem,5,0
1038,3,12,802,TrainingItem,5,0
1039,3,12,803,TrainingItem,5,0
1040,3,12,804,TrainingItem,5,0
1041,3,12,900,TrainingItem,2,0
1042,3,12,901,TrainingItem,2,0
1043,3,12,902,TrainingItem,2,0
1044,3,12,903,TrainingItem,2,0
1045,3,12,904,TrainingItem,2,0
1046,3,12,1000,TrainingItem,2,0
1047,3,12,1001,TrainingItem,2,0
1048,3,12,1002,TrainingItem,2,0
1049,3,12,1003,TrainingItem,2,0
1050,3,12,1004,TrainingItem,2,0
