id,kind,description,conditions
276,0,潜在能力玉のドロップ率が15%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 150}"
277,0,潜在能力玉のドロップ率が16%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 160}"
278,0,潜在能力玉のドロップ率が17%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 170}"
279,0,潜在能力玉のドロップ率が18%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 180}"
280,0,潜在能力玉のドロップ率が19%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 190}"
281,0,潜在能力玉のドロップ率が20%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 200}"
282,0,潜在能力玉のドロップ率が21%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 210}"
283,0,潜在能力玉のドロップ率が22%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 220}"
284,0,潜在能力玉のドロップ率が23%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 230}"
285,0,潜在能力玉のドロップ率が24%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 240}"
286,0,潜在能力玉のドロップ率が25%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 250}"
287,0,潜在能力玉のドロップ率が26%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 260}"
288,0,潜在能力玉のドロップ率が27%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 270}"
289,0,潜在能力玉のドロップ率が28%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 280}"
290,0,潜在能力玉のドロップ率が29%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 290}"
291,0,潜在能力玉のドロップ率が30%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 300}"
292,0,潜在能力玉のドロップ率が31%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 310}"
293,0,潜在能力玉のドロップ率が32%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 320}"
294,0,潜在能力玉のドロップ率が33%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 330}"
295,0,潜在能力玉のドロップ率が34%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 340}"
296,0,潜在能力玉のドロップ率が35%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 350}"
297,0,潜在能力玉のドロップ率が36%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 360}"
298,0,潜在能力玉のドロップ率が37%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 370}"
299,0,潜在能力玉のドロップ率が38%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 380}"
300,0,潜在能力玉のドロップ率が39%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 390}"
301,0,潜在能力玉のドロップ率が40%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 400}"
302,0,潜在能力玉のドロップ率が41%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 410}"
303,0,潜在能力玉のドロップ率が42%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 420}"
304,0,潜在能力玉のドロップ率が43%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 430}"
305,0,潜在能力玉のドロップ率が44%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 440}"
306,0,潜在能力玉のドロップ率が45%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 450}"
307,0,潜在能力玉のドロップ率が46%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 460}"
308,0,潜在能力玉のドロップ率が47%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 470}"
309,0,潜在能力玉のドロップ率が48%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 480}"
310,0,潜在能力玉のドロップ率が49%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 490}"
311,0,潜在能力玉のドロップ率が50%上昇する,"{""item_type"": ""PotentialItem"", ""benefit_permil"": 500}"
312,3,ACTの回復時間が11秒短縮する,"{""shortened_sec"": 11}"
313,3,ACTの回復時間が12秒短縮する,"{""shortened_sec"": 12}"
314,3,ACTの回復時間が13秒短縮する,"{""shortened_sec"": 13}"
315,3,ACTの回復時間が14秒短縮する,"{""shortened_sec"": 14}"
316,3,ACTの回復時間が15秒短縮する,"{""shortened_sec"": 15}"
317,2,報酬ブーストの回復時間が250秒短縮する,"{""shortened_sec"": 250}"
318,2,報酬ブーストの回復時間が255秒短縮する,"{""shortened_sec"": 255}"
319,2,報酬ブーストの回復時間が260秒短縮する,"{""shortened_sec"": 260}"
320,2,報酬ブーストの回復時間が265秒短縮する,"{""shortened_sec"": 265}"
321,2,報酬ブーストの回復時間が275秒短縮する,"{""shortened_sec"": 275}"
322,2,報酬ブーストの回復時間が280秒短縮する,"{""shortened_sec"": 280}"
323,2,報酬ブーストの回復時間が285秒短縮する,"{""shortened_sec"": 285}"
324,2,報酬ブーストの回復時間が290秒短縮する,"{""shortened_sec"": 290}"
325,2,報酬ブーストの回復時間が300秒短縮する,"{""shortened_sec"": 300}"
326,2,報酬ブーストの回復時間が305秒短縮する,"{""shortened_sec"": 305}"
327,2,報酬ブーストの回復時間が310秒短縮する,"{""shortened_sec"": 310}"
328,2,報酬ブーストの回復時間が315秒短縮する,"{""shortened_sec"": 315}"
329,2,報酬ブーストの回復時間が325秒短縮する,"{""shortened_sec"": 325}"
330,2,報酬ブーストの回復時間が330秒短縮する,"{""shortened_sec"": 330}"
331,2,報酬ブーストの回復時間が335秒短縮する,"{""shortened_sec"": 335}"
332,2,報酬ブーストの回復時間が340秒短縮する,"{""shortened_sec"": 340}"
333,2,報酬ブーストの回復時間が350秒短縮する,"{""shortened_sec"": 350}"
334,2,報酬ブーストの回復時間が355秒短縮する,"{""shortened_sec"": 355}"
335,2,報酬ブーストの回復時間が360秒短縮する,"{""shortened_sec"": 360}"
336,2,報酬ブーストの回復時間が365秒短縮する,"{""shortened_sec"": 365}"
337,2,報酬ブーストの回復時間が375秒短縮する,"{""shortened_sec"": 375}"
338,2,報酬ブーストの回復時間が380秒短縮する,"{""shortened_sec"": 380}"
339,2,報酬ブーストの回復時間が385秒短縮する,"{""shortened_sec"": 385}"
340,2,報酬ブーストの回復時間が390秒短縮する,"{""shortened_sec"": 390}"
341,2,報酬ブーストの回復時間が400秒短縮する,"{""shortened_sec"": 400}"
342,3,ACTの回復時間が16秒短縮する,"{""shortened_sec"": 16}"
343,3,ACTの回復時間が17秒短縮する,"{""shortened_sec"": 17}"
344,3,ACTの回復時間が18秒短縮する,"{""shortened_sec"": 18}"
345,3,ACTの回復時間が19秒短縮する,"{""shortened_sec"": 19}"
346,3,ACTの回復時間が20秒短縮する,"{""shortened_sec"": 20}"
347,0,キャラクターのドロップ率が11%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 110}"
348,0,キャラクターのドロップ率が12%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 120}"
349,0,キャラクターのドロップ率が13%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 130}"
350,0,キャラクターのドロップ率が14%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 140}"
351,0,キャラクターのドロップ率が15%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 150}"
352,0,キャラクターのドロップ率が16%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 160}"
353,0,キャラクターのドロップ率が17%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 170}"
354,0,キャラクターのドロップ率が18%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 180}"
355,0,キャラクターのドロップ率が19%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 190}"
356,0,キャラクターのドロップ率が20%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 200}"
357,0,キャラクターのドロップ率が21%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 210}"
358,0,キャラクターのドロップ率が22%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 220}"
359,0,キャラクターのドロップ率が23%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 230}"
360,0,キャラクターのドロップ率が24%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 240}"
361,0,キャラクターのドロップ率が25%上昇する,"{""item_type"": ""Card"", ""benefit_permil"": 250}"
362,2,報酬ブーストの回復時間が410秒短縮する,"{""shortened_sec"": 410}"
363,2,報酬ブーストの回復時間が420秒短縮する,"{""shortened_sec"": 420}"
364,2,報酬ブーストの回復時間が430秒短縮する,"{""shortened_sec"": 430}"
365,2,報酬ブーストの回復時間が440秒短縮する,"{""shortened_sec"": 440}"
366,2,報酬ブーストの回復時間が450秒短縮する,"{""shortened_sec"": 450}"
367,2,報酬ブーストの回復時間が460秒短縮する,"{""shortened_sec"": 460}"
368,2,報酬ブーストの回復時間が470秒短縮する,"{""shortened_sec"": 470}"
369,2,報酬ブーストの回復時間が480秒短縮する,"{""shortened_sec"": 480}"
370,2,報酬ブーストの回復時間が490秒短縮する,"{""shortened_sec"": 490}"
371,2,報酬ブーストの回復時間が500秒短縮する,"{""shortened_sec"": 500}"
372,0,秘宝のドロップ率が11%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 110}"
373,0,秘宝のドロップ率が12%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 120}"
374,0,秘宝のドロップ率が13%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 130}"
375,0,秘宝のドロップ率が14%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 140}"
376,0,秘宝のドロップ率が15%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 150}"
377,0,秘宝のドロップ率が16%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 160}"
378,0,秘宝のドロップ率が17%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 170}"
379,0,秘宝のドロップ率が18%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 180}"
380,0,秘宝のドロップ率が19%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 190}"
381,0,秘宝のドロップ率が20%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 200}"
382,0,秘宝のドロップ率が21%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 210}"
383,0,秘宝のドロップ率が22%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 220}"
384,0,秘宝のドロップ率が23%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 230}"
385,0,秘宝のドロップ率が24%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 240}"
386,0,秘宝のドロップ率が25%上昇する,"{""item_type"": ""TreasureItem"", ""benefit_permil"": 250}"
387,2,報酬ブーストの回復時間が505秒短縮する,"{""shortened_sec"": 505}"
388,2,報酬ブーストの回復時間が510秒短縮する,"{""shortened_sec"": 510}"
389,2,報酬ブーストの回復時間が515秒短縮する,"{""shortened_sec"": 515}"
390,2,報酬ブーストの回復時間が520秒短縮する,"{""shortened_sec"": 520}"
391,2,報酬ブーストの回復時間が525秒短縮する,"{""shortened_sec"": 525}"
392,2,報酬ブーストの回復時間が530秒短縮する,"{""shortened_sec"": 530}"
393,2,報酬ブーストの回復時間が535秒短縮する,"{""shortened_sec"": 535}"
394,2,報酬ブーストの回復時間が540秒短縮する,"{""shortened_sec"": 540}"
395,2,報酬ブーストの回復時間が545秒短縮する,"{""shortened_sec"": 545}"
396,2,報酬ブーストの回復時間が550秒短縮する,"{""shortened_sec"": 550}"
397,0,覚醒メダルのドロップ率が11%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 110}"
398,0,覚醒メダルのドロップ率が12%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 120}"
399,0,覚醒メダルのドロップ率が13%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 130}"
400,0,覚醒メダルのドロップ率が14%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 140}"
401,0,覚醒メダルのドロップ率が15%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 150}"
402,0,覚醒メダルのドロップ率が16%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 160}"
403,0,覚醒メダルのドロップ率が17%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 170}"
404,0,覚醒メダルのドロップ率が18%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 180}"
405,0,覚醒メダルのドロップ率が19%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 190}"
406,0,覚醒メダルのドロップ率が20%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 200}"
407,0,覚醒メダルのドロップ率が21%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 210}"
408,0,覚醒メダルのドロップ率が22%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 220}"
409,0,覚醒メダルのドロップ率が23%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 230}"
410,0,覚醒メダルのドロップ率が24%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 240}"
411,0,覚醒メダルのドロップ率が25%上昇する,"{""item_type"": ""AwakeningItem"", ""benefit_permil"": 250}"
412,4,交換ptの商品価格を11%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 110}"
413,4,交換ptの商品価格を12%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 120}"
414,4,交換ptの商品価格を13%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 130}"
415,4,交換ptの商品価格を14%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 140}"
416,4,交換ptの商品価格を15%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 150}"
417,3,ACTの回復時間が21秒短縮する,"{""shortened_sec"": 21}"
418,3,ACTの回復時間が22秒短縮する,"{""shortened_sec"": 22}"
419,3,ACTの回復時間が23秒短縮する,"{""shortened_sec"": 23}"
420,3,ACTの回復時間が24秒短縮する,"{""shortened_sec"": 24}"
421,3,ACTの回復時間が25秒短縮する,"{""shortened_sec"": 25}"
422,2,報酬ブーストの回復時間が555秒短縮する,"{""shortened_sec"": 555}"
423,2,報酬ブーストの回復時間が560秒短縮する,"{""shortened_sec"": 560}"
424,2,報酬ブーストの回復時間が565秒短縮する,"{""shortened_sec"": 565}"
425,2,報酬ブーストの回復時間が570秒短縮する,"{""shortened_sec"": 570}"
426,2,報酬ブーストの回復時間が575秒短縮する,"{""shortened_sec"": 575}"
427,2,報酬ブーストの回復時間が580秒短縮する,"{""shortened_sec"": 580}"
428,2,報酬ブーストの回復時間が585秒短縮する,"{""shortened_sec"": 585}"
429,2,報酬ブーストの回復時間が590秒短縮する,"{""shortened_sec"": 590}"
430,2,報酬ブーストの回復時間が595秒短縮する,"{""shortened_sec"": 595}"
431,2,報酬ブーストの回復時間が600秒短縮する,"{""shortened_sec"": 600}"
432,4,ゼニーの商品価格を11%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 110}"
433,4,ゼニーの商品価格を12%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 120}"
434,4,ゼニーの商品価格を13%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 130}"
435,4,ゼニーの商品価格を14%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 140}"
436,4,ゼニーの商品価格を15%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 150}"
437,3,ACTの回復時間が26秒短縮する,"{""shortened_sec"": 26}"
438,3,ACTの回復時間が27秒短縮する,"{""shortened_sec"": 27}"
439,3,ACTの回復時間が28秒短縮する,"{""shortened_sec"": 28}"
440,3,ACTの回復時間が29秒短縮する,"{""shortened_sec"": 29}"
441,3,ACTの回復時間が30秒短縮する,"{""shortened_sec"": 30}"
442,2,報酬ブーストの回復時間が605秒短縮する,"{""shortened_sec"": 605}"
443,2,報酬ブーストの回復時間が610秒短縮する,"{""shortened_sec"": 610}"
444,2,報酬ブーストの回復時間が615秒短縮する,"{""shortened_sec"": 615}"
445,2,報酬ブーストの回復時間が620秒短縮する,"{""shortened_sec"": 620}"
446,2,報酬ブーストの回復時間が625秒短縮する,"{""shortened_sec"": 625}"
447,2,報酬ブーストの回復時間が630秒短縮する,"{""shortened_sec"": 630}"
448,2,報酬ブーストの回復時間が635秒短縮する,"{""shortened_sec"": 635}"
449,2,報酬ブーストの回復時間が640秒短縮する,"{""shortened_sec"": 640}"
450,2,報酬ブーストの回復時間が645秒短縮する,"{""shortened_sec"": 645}"
451,2,報酬ブーストの回復時間が650秒短縮する,"{""shortened_sec"": 650}"
452,4,交換ptの商品価格を16%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 160}"
453,4,交換ptの商品価格を17%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 170}"
454,4,交換ptの商品価格を18%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 180}"
455,4,交換ptの商品価格を19%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 190}"
456,4,交換ptの商品価格を20%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 200}"
457,4,交換ptの商品価格を21%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 210}"
458,4,交換ptの商品価格を22%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 220}"
459,4,交換ptの商品価格を23%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 230}"
460,4,交換ptの商品価格を24%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 240}"
461,4,交換ptの商品価格を25%OFFする,"{""shop_type"": ""Shop::ExchangePointShop"", ""benefit_permil"": 250}"
462,3,ACTの回復時間が31秒短縮する,"{""shortened_sec"": 31}"
463,3,ACTの回復時間が32秒短縮する,"{""shortened_sec"": 32}"
464,3,ACTの回復時間が33秒短縮する,"{""shortened_sec"": 33}"
465,3,ACTの回復時間が34秒短縮する,"{""shortened_sec"": 34}"
466,3,ACTの回復時間が35秒短縮する,"{""shortened_sec"": 35}"
467,2,報酬ブーストの回復時間が655秒短縮する,"{""shortened_sec"": 655}"
468,2,報酬ブーストの回復時間が660秒短縮する,"{""shortened_sec"": 660}"
469,2,報酬ブーストの回復時間が665秒短縮する,"{""shortened_sec"": 665}"
470,2,報酬ブーストの回復時間が670秒短縮する,"{""shortened_sec"": 670}"
471,2,報酬ブーストの回復時間が675秒短縮する,"{""shortened_sec"": 675}"
472,2,報酬ブーストの回復時間が680秒短縮する,"{""shortened_sec"": 680}"
473,2,報酬ブーストの回復時間が685秒短縮する,"{""shortened_sec"": 685}"
474,2,報酬ブーストの回復時間が690秒短縮する,"{""shortened_sec"": 690}"
475,2,報酬ブーストの回復時間が695秒短縮する,"{""shortened_sec"": 695}"
476,2,報酬ブーストの回復時間が700秒短縮する,"{""shortened_sec"": 700}"
477,3,ACTの回復時間が36秒短縮する,"{""shortened_sec"": 36}"
478,3,ACTの回復時間が37秒短縮する,"{""shortened_sec"": 37}"
479,3,ACTの回復時間が38秒短縮する,"{""shortened_sec"": 38}"
480,3,ACTの回復時間が39秒短縮する,"{""shortened_sec"": 39}"
481,3,ACTの回復時間が40秒短縮する,"{""shortened_sec"": 40}"
482,2,報酬ブーストの回復時間が705秒短縮する,"{""shortened_sec"": 705}"
483,2,報酬ブーストの回復時間が710秒短縮する,"{""shortened_sec"": 710}"
484,2,報酬ブーストの回復時間が715秒短縮する,"{""shortened_sec"": 715}"
485,2,報酬ブーストの回復時間が720秒短縮する,"{""shortened_sec"": 720}"
486,2,報酬ブーストの回復時間が725秒短縮する,"{""shortened_sec"": 725}"
487,2,報酬ブーストの回復時間が730秒短縮する,"{""shortened_sec"": 730}"
488,2,報酬ブーストの回復時間が735秒短縮する,"{""shortened_sec"": 735}"
489,2,報酬ブーストの回復時間が740秒短縮する,"{""shortened_sec"": 740}"
490,2,報酬ブーストの回復時間が745秒短縮する,"{""shortened_sec"": 745}"
491,2,報酬ブーストの回復時間が750秒短縮する,"{""shortened_sec"": 750}"
492,2,報酬ブーストの回復時間が755秒短縮する,"{""shortened_sec"": 755}"
493,2,報酬ブーストの回復時間が760秒短縮する,"{""shortened_sec"": 760}"
494,2,報酬ブーストの回復時間が765秒短縮する,"{""shortened_sec"": 765}"
495,2,報酬ブーストの回復時間が770秒短縮する,"{""shortened_sec"": 770}"
496,2,報酬ブーストの回復時間が775秒短縮する,"{""shortened_sec"": 775}"
497,2,報酬ブーストの回復時間が780秒短縮する,"{""shortened_sec"": 780}"
498,2,報酬ブーストの回復時間が785秒短縮する,"{""shortened_sec"": 785}"
499,2,報酬ブーストの回復時間が790秒短縮する,"{""shortened_sec"": 790}"
500,2,報酬ブーストの回復時間が795秒短縮する,"{""shortened_sec"": 795}"
501,2,報酬ブーストの回復時間が800秒短縮する,"{""shortened_sec"": 800}"
502,4,ゼニーの商品価格を16%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 160}"
503,4,ゼニーの商品価格を17%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 170}"
504,4,ゼニーの商品価格を18%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 180}"
505,4,ゼニーの商品価格を19%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 190}"
506,4,ゼニーの商品価格を20%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 200}"
507,4,ゼニーの商品価格を21%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 210}"
508,4,ゼニーの商品価格を22%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 220}"
509,4,ゼニーの商品価格を23%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 230}"
510,4,ゼニーの商品価格を24%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 240}"
511,4,ゼニーの商品価格を25%OFFする,"{""shop_type"": ""Shop::ZeniShop"", ""benefit_permil"": 250}"
512,3,ACTの回復時間が41秒短縮する,"{""shortened_sec"": 41}"
513,3,ACTの回復時間が42秒短縮する,"{""shortened_sec"": 42}"
514,3,ACTの回復時間が43秒短縮する,"{""shortened_sec"": 43}"
515,3,ACTの回復時間が44秒短縮する,"{""shortened_sec"": 44}"
516,3,ACTの回復時間が45秒短縮する,"{""shortened_sec"": 45}"
517,2,報酬ブーストの回復時間が805秒短縮する,"{""shortened_sec"": 805}"
518,2,報酬ブーストの回復時間が810秒短縮する,"{""shortened_sec"": 810}"
519,2,報酬ブーストの回復時間が815秒短縮する,"{""shortened_sec"": 815}"
520,2,報酬ブーストの回復時間が820秒短縮する,"{""shortened_sec"": 820}"
521,2,報酬ブーストの回復時間が825秒短縮する,"{""shortened_sec"": 825}"
522,2,報酬ブーストの回復時間が830秒短縮する,"{""shortened_sec"": 830}"
523,2,報酬ブーストの回復時間が835秒短縮する,"{""shortened_sec"": 835}"
524,2,報酬ブーストの回復時間が840秒短縮する,"{""shortened_sec"": 840}"
525,2,報酬ブーストの回復時間が845秒短縮する,"{""shortened_sec"": 845}"
526,2,報酬ブーストの回復時間が850秒短縮する,"{""shortened_sec"": 850}"
527,2,報酬ブーストの回復時間が855秒短縮する,"{""shortened_sec"": 855}"
528,2,報酬ブーストの回復時間が860秒短縮する,"{""shortened_sec"": 860}"
529,2,報酬ブーストの回復時間が865秒短縮する,"{""shortened_sec"": 865}"
530,2,報酬ブーストの回復時間が870秒短縮する,"{""shortened_sec"": 870}"
531,2,報酬ブーストの回復時間が875秒短縮する,"{""shortened_sec"": 875}"
532,2,報酬ブーストの回復時間が880秒短縮する,"{""shortened_sec"": 880}"
533,2,報酬ブーストの回復時間が885秒短縮する,"{""shortened_sec"": 885}"
534,2,報酬ブーストの回復時間が890秒短縮する,"{""shortened_sec"": 890}"
535,2,報酬ブーストの回復時間が895秒短縮する,"{""shortened_sec"": 895}"
536,2,報酬ブーストの回復時間が900秒短縮する,"{""shortened_sec"": 900}"
537,3,ACTの回復時間が46秒短縮する,"{""shortened_sec"": 46}"
538,3,ACTの回復時間が47秒短縮する,"{""shortened_sec"": 47}"
539,3,ACTの回復時間が48秒短縮する,"{""shortened_sec"": 48}"
540,3,ACTの回復時間が49秒短縮する,"{""shortened_sec"": 49}"
541,3,ACTの回復時間が50秒短縮する,"{""shortened_sec"": 50}"
542,2,報酬ブーストの回復時間が905秒短縮する,"{""shortened_sec"": 905}"
543,2,報酬ブーストの回復時間が910秒短縮する,"{""shortened_sec"": 910}"
544,2,報酬ブーストの回復時間が915秒短縮する,"{""shortened_sec"": 915}"
545,2,報酬ブーストの回復時間が920秒短縮する,"{""shortened_sec"": 920}"
546,2,報酬ブーストの回復時間が925秒短縮する,"{""shortened_sec"": 925}"
547,2,報酬ブーストの回復時間が930秒短縮する,"{""shortened_sec"": 930}"
548,2,報酬ブーストの回復時間が935秒短縮する,"{""shortened_sec"": 935}"
549,2,報酬ブーストの回復時間が940秒短縮する,"{""shortened_sec"": 940}"
550,2,報酬ブーストの回復時間が945秒短縮する,"{""shortened_sec"": 945}"
551,2,報酬ブーストの回復時間が950秒短縮する,"{""shortened_sec"": 950}"
552,2,報酬ブーストの回復時間が955秒短縮する,"{""shortened_sec"": 955}"
553,2,報酬ブーストの回復時間が960秒短縮する,"{""shortened_sec"": 960}"
554,2,報酬ブーストの回復時間が965秒短縮する,"{""shortened_sec"": 965}"
555,2,報酬ブーストの回復時間が970秒短縮する,"{""shortened_sec"": 970}"
556,2,報酬ブーストの回復時間が975秒短縮する,"{""shortened_sec"": 975}"
557,2,報酬ブーストの回復時間が980秒短縮する,"{""shortened_sec"": 980}"
558,2,報酬ブーストの回復時間が985秒短縮する,"{""shortened_sec"": 985}"
559,2,報酬ブーストの回復時間が990秒短縮する,"{""shortened_sec"": 990}"
560,2,報酬ブーストの回復時間が995秒短縮する,"{""shortened_sec"": 995}"
561,2,報酬ブーストの回復時間が1000秒短縮する,"{""shortened_sec"": 1000}"
562,3,ACTの回復時間が51秒短縮する,"{""shortened_sec"": 51}"
563,3,ACTの回復時間が52秒短縮する,"{""shortened_sec"": 52}"
564,3,ACTの回復時間が53秒短縮する,"{""shortened_sec"": 53}"
565,3,ACTの回復時間が54秒短縮する,"{""shortened_sec"": 54}"
566,3,ACTの回復時間が55秒短縮する,"{""shortened_sec"": 55}"
567,2,報酬ブーストの回復時間が1005秒短縮する,"{""shortened_sec"": 1005}"
568,2,報酬ブーストの回復時間が1010秒短縮する,"{""shortened_sec"": 1010}"
569,2,報酬ブーストの回復時間が1015秒短縮する,"{""shortened_sec"": 1015}"
570,2,報酬ブーストの回復時間が1020秒短縮する,"{""shortened_sec"": 1020}"
571,2,報酬ブーストの回復時間が1025秒短縮する,"{""shortened_sec"": 1025}"
572,2,報酬ブーストの回復時間が1030秒短縮する,"{""shortened_sec"": 1030}"
573,2,報酬ブーストの回復時間が1035秒短縮する,"{""shortened_sec"": 1035}"
574,2,報酬ブーストの回復時間が1040秒短縮する,"{""shortened_sec"": 1040}"
575,2,報酬ブーストの回復時間が1045秒短縮する,"{""shortened_sec"": 1045}"
