id,name,kana
533,超サイヤ人ゴッドSSゴジータ(変身),すーぱーさいやじんごっどSSごじーた(へんしん)
534,超サイヤ人トランクス(未来)&マイ(未来),すーぱーさいやじんとらんくす(みらい)&まい(みらい)
535,バーダック&ギネ,ばーだっく&ぎね
536,ベジータ(幼年期)&ラディッツ(幼年期),べじーた(ようねんき)&らでぃっつ(ようねんき)
537,ザマス(孫悟空),ざます(そんごくう)
538,ジャッキー・チュン(MAXパワー),じゃっきー・ちゅん(MAXぱわー)
539,ブロリー&チライ&レモ,ぶろりー&ちらい&れも
540,バーダックチーム,ばーだっくちーむ
541,超サイヤ人バーダック(変身),すーぱーさいやじんばーだっく(へんしん)
542,ピッコロ大魔王(若返り),ぴっころだいまおう(わかがえり)
543,ナッパ/ベジータ,なっぱ/べじーた
544,ベジータ(交代),べじーた(こうたい)
545,超サイヤ人ゴテンクス(変身),すーぱーさいやじんごてんくす(へんしん)
546,超サイヤ人3ゴテンクス(変身),すーぱーさいやじん3ごてんくす(へんしん)
547,魔人ブウ(純粋悪)(交代),まじんぶう(じゅんすいあく)(こうたい)
548,魔人ブウ(悪)(吸収),まじんぶう(あく)(きゅうしゅう)
549,魔人ブウ(善)/魔人ブウ(純粋悪),まじんぶう(ぜん)/まじんぶう(じゅんすいあく)
550,ケフラ,けふら
551,超サイヤ人ケフラ(変身),すーぱーさいやじんけふら(へんしん)
552,超サイヤ人2ケフラ(変身),すーぱーさいやじん2けふら(へんしん)
553,超サイヤ人ゴッドSS孫悟空&超サイヤ人ゴッドSSベジータ,すーぱーさいやじんごっどSSそんごくう&すーぱーさいやじんごっどSSべじーた
554,超サイヤ人ゴッドSS孫悟空(界王拳)&超サイヤ人ゴッドSSベジータ(進化),すーぱーさいやじんごっどSSそんごくう(かいおうけん)&すーぱーさいやじんごっどSSべじーた(しんか)
555,ジレン(フルパワー),じれん(ふるぱわー)
556,トッポ(プライド・トルーパーズ),とっぽ(ぷらいど・とるーぱーず)
557,孫悟空&孫悟飯(幼年期),そんごくう&そんごはん(ようねんき)
558,カーセラル(プライド・トルーパーズ),かーせらる(ぷらいど・とるーぱーず)
559,界王神＆キビト,かいおうしん&きびと
560,グレートサイヤマン2号/1号,ぐれーとさいやまん2ごう/1ごう
561,孫悟空&ベジータ(天使),そんごくう&べじーた(てんし)
562,グレートサイヤマン1号(交代),ぐれーとさいやまん1ごう(こうたい)
563,超ベジット(合体),すーぱーべじっと(がったい)
564,魔人ブウ(アルティメット悟飯吸収)(吸収),まじんぶう(あるてぃめっとごはんきゅうしゅう)(きゅうしゅう)
565,孫悟空(変身),そんごくう(へんしん)
566,ミスター・サタン/魔人ブウ(善),みすたー・さたん/まじんぶう(ぜん)
567,魔人ブウ(善)(交代),まじんぶう(ぜん)(こうたい)
568,アルティメット孫悟飯(強化),あるてぃめっとそんごはん(きょうか)
569,キビト神(合体),きびとしん(がったい)
570,ベジータ(天使),べじーた(てんし)
571,超サイヤ人2ベジータ(天使),すーぱーさいやじん2べじーた(てんし)
572,ランチ(変身),らんち(へんしん)
573,猛血虎,もうけっこ
574,ゴールデンフリーザ&ソルベ,ごーるでんふりーざ&そるべ
575,ゴールデンフリーザ(天使)(変身),ごーるでんふりーざ(てんし)(へんしん)
576,孫悟飯(じいちゃん)&パン(GT),そんごはん(じいちゃん)&ぱん(GT)
577,ミラ(最終形態)(吸収),みら(さいしゅうけいたい)(きゅうしゅう)
578,ターレス軍団,たーれすぐんだん
579,ベジータ(GT)(大猿),べじーた(GT)(おおざる)
580,超サイヤ人4ベジット(ゼノ),すーぱーさいやじん4べじっと(ぜの)
581,超サイヤ人4ブロリー,すーぱーさいやじん4ぶろりー
582,超サイヤ人4バーダック,すーぱーさいやじん4ばーだっく
583,超サイヤ人4孫悟飯,すーぱーさいやじん4そんごはん
584,魔神トワ,まじんとわ
585,魔神ダーブラ(ゼノ),まじんだーぶら(ぜの)
586,魔神サルサ,まじんさるさ
587,バビディ&魔人ブウ(善),ばびでぃ&まじんぶう(ぜん)
588,フルパワーボージャック(変身),ふるぱわーぼーじゃっく(へんしん)
589,孫悟飯(幼年期)(サンタクロース),そんごはん(ようねんき)(さんたくろーす)
590,アンニン,あんにん
591,スーパージャネンバ(変身),すーぱーじゃねんば(へんしん)
592,アルティメット孫悟飯&ピッコロ,あるてぃめっとそんごはん&ぴっころ
593,ゴールデンフリーザ(天使)&アルティメット孫悟飯,ごーるでんふりーざ(てんし)&あるてぃめっとそんごはん
594,孫悟空(身勝手の極意),そんごくう(みがってのごくい)
595,超サイヤ人ゴッドSSベジータ(進化),すーぱーさいやじんごっどSSべじーた(しんか)
596,ダーコリ,だーこり
597,イワン,いわん
598,ヘレス,へれす
599,モスコ,もすこ
600,キテラ,きてら
601,アラク,あらく
602,リキール,りきーる
603,シドラ,しどら
604,ラムーシ,らむーし
605,ベルモッド,べるもっど
606,ジーン,じーん
607,クリリン&人造人間18号,くりりん&じんぞうにんげん18ごう
608,亀仙人&天津飯,かめせんにん&てんしんはん
609,ガノス(変身),がのす(へんしん)
610,ザ・プリーチョ,ざぷりーちょ
611,ゴールデンフリーザ(天使)&人造人間17号,ごーるでんふりーざ(てんし)&じんぞうにんげん17ごう
612,人造人間17号(第7宇宙チーム),じんぞうにんげん17ごう(だい7うちゅうちーむ)
613,超サイヤ人トランクス(幼年期)&超サイヤ人孫悟天(幼年期),すーぱーさいやじんとらんくす(ようねんき)&すーぱーさいやじんそんごてん(ようねんき)
614,グレートサイヤマン&ビーデル,ぐれーとさいやまん&びーでる
615,タピオン&ミノシア,たぴおん&みのしあ
616,孫悟飯(GT)&孫悟天(GT),そんごはん(GT)&そんごてん(GT)
617,トランクス(GT)&孫悟天(GT),とらんくす(GT)&そんごてん(GT)
618,邪悪龍軍団,じゃあくりゅうぐんだん
619,ベビー,べびー
620,ジンジャー,じんじゃー
621,サンショ,さんしょ
622,ニッキー,にっきー
623,ガーリックJr.,がーりっくJr.
624,スーパーガーリックJr.,すーぱーがーりっくJr.
625,孫悟空&ピッコロ,そんごくう&ぴっころ
626,フリーザ(最終形態)&死人軍団,ふりーざ(さいしゅうけいたい)&しびとぐんだん
627,ピッコロ&クリリン,ぴっころ&くりりん
628,超ゴジータ(合体),すーぱーごじーた(がったい)
629,キャウェイ,きゃうぇい
630,マルカリータ,まるかりーた
631,ザーボン&ドドリア,ざーぼん&どどりあ
632,クリリン/ベジータ,くりりん/べじーた
633,ベジータ(交代),べじーた(こうたい)
634,クリリン&孫悟飯(幼年期),くりりん&そんごはん(ようねんき)
635,ベジータ/孫悟空,べじーた/そんごくう
636,クリリン&孫悟飯(幼年期)(着替え),くりりん&そんごはん(ようねんき)(きがえ)
637,超サイヤ人2ケフラ(合体),すーぱーさいやじん2けふら(がったい)
638,ナッパ(青年期),なっぱ(せいねんき)
639,ヒット&超サイヤ人ゴッド孫悟空,ひっと&すーぱーさいやじんごっどそんごくう
640,孫悟空(交代),そんごくう(こうたい)
641,ハッチャン(暴走),はっちゃん(ぼうそう)
642,ハッチャン&人造人間17号,はっちゃん&じんぞうにんげん17ごう
643,コン,こん
644,チャ,ちゃ
645,アカ,あか
646,アオ,あお
647,超サイヤ人トランクス(青年期)(変身),すーぱーさいやじんとらんくす(せいねんき)(へんしん)
648,時の界王神(洗脳),ときのかいおうしん(せんのう)
649,暗黒王メチカブラ(時の力解放),あんこくおうめちかぶら(ときのちからかいほう)
650,超サイヤ人ゴッドトランクス(ゼノ),すーぱーさいやじんごっどとらんくす(ぜの)
651,魔神プティン,まじんぷてぃん
652,パン(ゼノ),ぱん(ぜの)
653,ロベル,ろべる
654,超サイヤ人孫悟空(ゼノ),すーぱーさいやじんそんごくう(ぜの)
655,超サイヤ人ベジータ(ゼノ),すーぱーさいやじんべじーた(ぜの)
656,超サイヤ人ベジークス(ゼノ),すーぱーさいやじんべじーくす(ぜの)
657,超サイヤ人3ゴハンクス(ゼノ),すーぱーさいやじん3ごはんくす(ぜの)
658,超サイヤ人3ゴテンクス(ゼノ),すーぱーさいやじん3ごてんくす(ぜの)
659,人造人間17号(未来)&18号(未来),じんぞうにんげん17ごう(みらい)&18ごう(みらい)
660,ドクター・ゲロ&人造人間19号,どくたー・げろ&じんぞうにんげん19ごう
661,超サイヤ人孫悟飯(未来)&トランクス(少年期)(未来),すーぱーさいやじんそんごはん(みらい)&とらんくす(しょうねんき)(みらい)
662,超サイヤ人孫悟飯(未来)&トランクス(少年期)(未来)/超サイヤ人孫悟飯(未来),すーぱーさいやじんそんごはん(みらい)&とらんくす(しょうねんき)(みらい)/すーぱーさいやじんそんごはん(みらい)
663,超サイヤ人孫悟飯(未来)(交代),すーぱーさいやじんそんごはん(みらい)(こうたい)
664,超サイヤ人3孫悟空(変身),すーぱーさいやじん3そんごくう(へんしん)
665,超サイヤ人ゴッド孫悟空&超サイヤ人ゴッドベジータ ,すーぱーさいやじんごっどそんごくう&すーぱーさいやじんごっどべじーた
666,超サイヤ人ゴッドSS孫悟空&超サイヤ人ゴッドSSベジータ(変身),すーぱーさいやじんごっどSSそんごくう&すーぱーさいやじんごっどSSべじーた(へんしん)
667,超サイヤ人4孫悟空&超サイヤ人4ベジータ,すーぱーさいやじん4そんごくう&すーぱーさいやじん4べじーた
668,超サイヤ人4ゴジータ(融合),すーぱーさいやじん4ごじーた(ゆうごう)
669,孫悟飯(青年期)&孫悟天(幼年期)&トランクス(幼年期),そんごはん(せいねんき)&そんごてん(ようねんき)&とらんくす(ようねんき)
670,孫悟空&チチ,そんごくう&ちち
671,ベジータ&ブルマ,べじーた&ぶるま
672,ベジータ&ブルマ(着替え),べじーた&ぶるま(きがえ)
673,孫悟空Jr.&ベジータJr.,そんごくうJr.&べじーたJr.
674,超サイヤ人孫悟空Jr.&超サイヤ人ベジータJr.,すーぱーさいやじんそんごくうJr.&すーぱーさいやじんべじーたJr.
675,ギニュー(孫悟空)(チェンジ),ぎにゅー(そんごくう)(ちぇんじ)
676,ジース&バータ,じーす&ばーた
677,リクーム&グルド,りくーむ&ぐるど
678,パラパラブラザーズ,ぱらぱらぶらざーず
679,孫悟天(青年期),そんごてん(せいねんき)
680,アンニン(巨大化),あんにん(きょだいか)
681,孫悟空&ピッコロ/ピッコロ,そんごくう&ぴっころ/ぴっころ
682,ピッコロ(交代),ぴっころ(こうたい)
683,超サイヤ人孫悟飯(少年期)(交代),すーぱーさいやじんそんごはん(しょうねんき)(こうたい)
684,セル(第二形態)(変身),せる(だいにけいたい)(へんしん)
685,セル(完全体)(変身),せる(かんぜんたい)(へんしん)
686,人造人間16号&18号,じんぞうにんげん16ごう&18ごう
687,超サイヤ人孫悟空&超サイヤ人孫悟飯(少年期),すーぱーさいやじんそんごくう&すーぱーさいやじんそんごはん(しょうねんき)
688,ベビー(幼生体),べびー(ようせいたい)
689,超サイヤ人ゴッドSS孫悟空/超サイヤ人ゴッドSSベジータ,すーぱーさいやじんごっどSSそんごくう/すーぱーさいやじんごっどSSべじーた
690,超サイヤ人ゴッドSSベジータ(交代),すーぱーさいやじんごっどSSべじーた(こうたい)
691,超サイヤ人ゴッドSSベジータ&超サイヤ人トランクス(未来),すーぱーさいやじんごっどSSべじーた&すーぱーさいやじんとらんくす(みらい)
692,孫悟飯(幼年期)/孫悟空,そんごはん(ようねんき)/そんごくう
693,孫悟空(交代),そんごくう(こうたい)
694,セルマックス,せるまっくす
695,トランクス(GT)&ギル,とらんくす(GT)&ぎる
696,チライ,ちらい
697,クリリン&孫悟飯(少年期),くりりん&そんごはん(しょうねんき)
698,超サイヤ人孫悟空&超サイヤ人ベジータ(奮起),すーぱーさいやじんそんごくう&すーぱーさいやじんべじーた(ふんき)
699,ブルー大佐,ぶるーたいさ
700,ガンマ1号,がんま1ごう
701,ガンマ2号,がんま2ごう
702,ダーブラ(天使),だーぶら(てんし)
703,クリリン(天使),くりりん(てんし)
704,ヤムチャ(天使),やむちゃ(てんし)
705,超フルパワーサイヤ人4・限界突破孫悟空(ゼノ),ちょうふるぱわーさいやじん4・げんかいとっぱそんごくう(ぜの)
706,超フルパワーサイヤ人4・限界突破ベジータ(ゼノ),ちょうふるぱわーさいやじん4・げんかいとっぱべじーた(ぜの)
707,超ハーツ,すーぱーはーつ
708,究極ハーツ(変身),きゅうきょくはーつ(へんしん)
709,ゴールデンメタルクウラ,ごーるでんめたるくうら
710,ジャネンバ(改造),じゃねんば(かいぞう)
711,ラグス,らぐす
712,ハッチヒャック(巨大化),はっちひゃっく(きょだいか)
713,トランクス(青年期)&孫悟天(青年期),とらんくす(せいねんき)&そんごてん(せいねんき)
714,ピッコロ(潜在能力解放),ぴっころ(せんざいのうりょくかいほう)
715,超サイヤ人3孫悟空&超サイヤ人2ベジータ,すーぱーさいやじん3そんごくう&すーぱーさいやじん2べじーた
716,孫悟空&ベジータ,そんごくう&べじーた
717,孫悟空(GT)&超サイヤ人4ベジータ,そんごくう(GT)&すーぱーさいやじん4べじーた
718,超サイヤ人ベジータ(GT),すーぱーさいやじんべじーた(GT)
719,超サイヤ人3ゴテンクス&ピッコロ,すーぱーさいやじん3ごてんくす&ぴっころ
720,三星龍&四星龍,さんしんろん&すーしんろん
721,魔人ベジータ,まじんべじーた
722,超サイヤ人孫悟空(変身),すーぱーさいやじんそんごくう(へんしん)
723,超サイヤ人2ベジータ(変身),すーぱーさいやじん2べじーた(へんしん)
724,ベジータ&ナッパ,べじーた&なっぱ
725,人造人間17号&ヘルファイター17号,じんぞうにんげん17ごう&へるふぁいたー17ごう
726,超17号(合体),すーぱー17ごう(がったい)
727,ドクター・ミュー&ドクター・ゲロ,どくたー・みゅー&どくたー・げろ
728,超サイヤ人2ケール(変身),すーぱーさいやじん2けーる(へんしん)
729,孫悟空(スタンバイ),そんごくう(すたんばい)
730,山賊グマ,さんぞくぐま
731,ドクター・ウイロー,どくたー・ういろー
732,アモンド&レズン,あもんど&れずん
733,ダイーズ&カカオ,だいーず&かかお
734,超サイヤ人4孫悟空&スーパーウーブ,すーぱーさいやじん4そんごくう&すーぱーうーぶ
735,超フルパワーサイヤ人4孫悟空,ちょうふるぱわーさいやじん4そんごくう
736,孫悟飯(幼年期)(大猿),そんごはん(ようねんき)(おおざる)
737,超サイヤ人ゴッドSSベジット(合体),すーぱーさいやじんごっどSSべじっと(がったい)
738,無限ザマス(宇宙化),むげんざます(うちゅうか)
739,超トランクス,すーぱーとらんくす
740,超サイヤ人トランクス(青年期)&超サイヤ人ブロリー,すーぱーさいやじんとらんくす(せいねんき)&すーぱーさいやじんぶろりー
741,超サイヤ人トランクス(未来)(スタンバイ),すーぱーさいやじんとらんくす(みらい)(すたんばい)
742,大猿ベビー,おおざるべびー
743,アービー,あーびー
744,キンカーン,きんかーん
745,スカッド,すかっど
746,ザーロイン&ラバンラ&ザーブト,ざーろいん&らばんら&ざーぶと
747,ポリス,ぽりす
748,ピラフ,ぴらふ
749,ピラフ&シュウ&マイ,ぴらふ&しゅう&まい
750,リブリアン&カクンサ&ロージィ,りぶりあん&かくんさ&ろーじぃ
752, ウーロン&ランチ,うーろん&らんち
753,超フルパワーサイヤ人4・限界突破ベジット(ゼノ),ちょうふるぱわーさいやじん4・げんかいとっぱべじっと(ぜの)
754,超フルパワーサイヤ人4・限界突破ブロリー,ちょうふるぱわーさいやじん4・げんかいとっぱぶろりー
755,紅き仮面のサイヤ人(超サイヤ人ロゼ3),あかきかめんのさいやじん(すーぱーさいやじんろぜ3)
756,紅き仮面のサイヤ人(超サイヤ人ロゼフルパワー)(変身),あかきかめんのさいやじん(すーぱーさいやじんろぜふるぱわー)(へんしん)
757,超サイヤ人ゴッドSSベジータ(暴走制御),すーぱーさいやじんごっどSSべじーた(ぼうそうせいぎょ)
758,暗黒王フュー,あんこくおうふゅー
759,ピッコロ&孫悟飯(幼年期),ぴっころ&そんごはん(ようねんき)
760,孫悟飯(幼年期)(交代),そんごはん(ようねんき)(こうたい)
761,バイオレット大佐,ばいおれっとたいさ
762,人造人間21号(変身・善)(変身),じんぞうにんげん21ごう(へんしん・ぜん)(へんしん)
763,人造人間21号(変身・悪),じんぞうにんげん21ごう(へんしん・あく)
764,人造人間18号(リンク状態),じんぞうにんげん18ごう(りんくじょうたい)
765,セル(完全体)(GT)&フリーザ(最終形態)(GT),せる(かんぜんたい)(GT)&ふりーざ(さいしゅうけいたい)(GT)
766,超サイヤ人孫悟空&超サイヤ人ベジータ&超サイヤ人トランクス(青年期),すーぱーさいやじんそんごくう&すーぱーさいやじんべじーた&すーぱーさいやじんとらんくす(せいねんき)
767,超サイヤ人3孫悟空(スタンバイ),すーぱーさいやじん3そんごくう(すたんばい)
768,ヒルデガーン,ひるでがーん
769,ヒルデガーン(完全体)(変身),ひるでがーん(かんぜんたい)(へんしん)
770,ピッコロ&孫悟飯(幼年期)/孫悟飯(幼年期),ぴっころ&そんごはん(ようねんき)/そんごはん(ようねんき)
771,超サイヤ人ゴッドSSゴジータ(変身),すーぱーさいやじんごっどSSごじーた(へんしん)
772,超サイヤ人ブロリー(フルパワー)(変身),すーぱーさいやじんぶろりー(ふるぱわー)(へんしん)
773,ビルス(パジャマ),びるす(ぱじゃま)
774,ビルス(パジャマ)(寝覚め),びるす(ぱじゃま)(ねざめ)
775,ゴクウブラック(超サイヤ人ロゼ)(分身),ごくうぶらっく(すーぱーさいやじんろぜ)(ぶんしん)
776,孫悟飯(ビースト),そんごはん(びーすと)
777,ガンマ1号&ガンマ2号,がんま1ごう&がんま2ごう
778,ガンマ1号&ガンマ2号/ガンマ1号,がんま1ごう&がんま2ごう/がんま1ごう
779,ガンマ1号&ガンマ2号/ガンマ1号(スタンバイ),がんま1ごう&がんま2ごう/がんま1ごう(すたんばい)
780,ガンマ1号(交代),がんま1ごう(こうたい)
781,ブヨン,ぶよん
782,トッポ(破壊神モード)(変身),とっぽ(はかいしんもーど)(へんしん)
783,カトペスラ,かとぺすら
784,超サイヤ人ベジータ(変身),すーぱーさいやじんべじーた(へんしん)
785,シルバー大佐,しるばーたいさ
786,ホワイト将軍,ほわいとしょうぐん
787,孫悟空(少年期)&クリリン(少年期)&ブルマ(少女期),そんごくう(しょうねんき)&くりりん(しょうねんき)&ぶるま(しょうじょき)
788,カリン様,かりんさま
789,超サイヤ人2トランクス(未来),すーぱーさいやじん2とらんくす(みらい)
790,孫悟空(身勝手の極意)(覚醒),そんごくう(みがってのごくい)(かくせい)
792,ジレン,じれん
793,ジレン(フルパワー),じれん(ふるぱわー)
9998,ミスター・サタン像,みすたー・さたんぞう
9999,カードなし,
10001,RR軍ロボット1,ゆーざーかーどなし
10002,RR軍ロボット2,ゆーざーかーどなし
10003,アニラーザ,ゆーざーかーどなし
10004,アボ,ゆーざーかーどなし
10005,アリジゴクもどき,ゆーざーかーどなし
10006,アンギラ,ゆーざーかーどなし
10007,アンゴル,ゆーざーかーどなし
10008,イメッガ兵,ゆーざーかーどなし
10009,ウサギ団団員A,ゆーざーかーどなし
10010,ウサギ団団員B,ゆーざーかーどなし
10011,オニオン,ゆーざーかーどなし
10012,ガステル,ゆーざーかーどなし
10013,カクンサ,かくんさ
10014,カド,ゆーざーかーどなし
10015,カーセラル,かーせらる
10016,キャビラ,ゆーざーかーどなし
10017,キュウコンマン,ゆーざーかーどなし
10018,グリール,ゆーざーかーどなし
10019,グリール(複製),ゆーざーかーどなし
10020,グルメス,ゆーざーかーどなし
10021,クローンクリリン,ゆーざーかーどなし
10022,クローントランクス,ゆーざーかーどなし
10023,クローンピッコロ,ゆーざーかーどなし
10024,クローンベジータ,ゆーざーかーどなし
10025,クローンヤムチャ,ゆーざーかーどなし
10026,クローン天津飯,ゆーざーかーどなし
10027,クローン孫悟空,ゆーざーかーどなし
10028,クローン孫悟飯,ゆーざーかーどなし
10029,クローン魔人ブウ,ゆーざーかーどなし
10030,ゲットー,ゆーざーかーどなし
10031,メズ,ゆーざーかーどなし
10032,ゴラ,ゆーざーかーどなし
10033,-,かーどなし
10034,サオネル,ゆーざーかーどなし
10035,シュラ,ゆーざーかーどなし
10036,ズーナマ,ゆーざーかーどなし
10037,スラッグ兵,ゆーざーかーどなし
10038,スーパーΣ,ゆーざーかーどなし
10039,スーパーΣII,ゆーざーかーどなし
10040,スーパーΣIII,ゆーざーかーどなし
10041,スーパーハッチヒャック,すーぱーはっちひゃっく
10042,ドクター・コーチン,ゆーざーかーどなし
10043,ドクター・ミュー,ゆーざーかーどなし
10044,ドロダボ,ゆーざーかーどなし
10045,トオロ,ゆーざーかーどなし
10046,トランクス(GT),とらんくす(GT)
10047,トービ,ゆーざーかーどなし
10048,ナット,ゆーざーかーどなし
10049,ネージ,ゆーざーかーどなし
10050,バイオマン,ゆーざーかーどなし
10051,バイオ戦士,ゆーざーかーどなし
10052,バジル,ゆーざーかーどなし
10053,パンチマシン,ゆーざーかーどなし
10054,ビース,ゆーざーかーどなし
10055,ビーデル(GT)(寄生),ゆーざーかーどなし
10056,ピッコロ(洗脳),ゆーざーかーどなし
10057,ピラフ一味,ゆーざーかーどなし
10058,ピリナ,ゆーざーかーどなし
10059,ヒルデガーン(上半身),ゆーざーかーどなし
10060,ヒルデガーン(下半身),ゆーざーかーどなし
10061,ブロッコ,ゆーざーかーどなし
10062,フリーザ兵2,ゆーざーかーどなし
10063,フリーザ兵3,ゆーざーかーどなし
10064,フリーザ兵4,ゆーざーかーどなし
10065,フリーザ兵5,ゆーざーかーどなし
10066,ボンゴ,ゆーざーかーどなし
10067,ボンパラ,ゆーざーかーどなし
10068,マンバ,まんば
10069,ムッチー,ゆーざーかーどなし
10070,ムッチー・モッチー,ゆーざーかーどなし
10071,ゴズ,ゆーざーかーどなし
10072,メダマッチャ,ゆーざーかーどなし
10073,メタリック軍曹,ゆーざーかーどなし
10074,メラ,ゆーざーかーどなし
10075,モア,ゆーざーかーどなし
10076,モンナ(巨大化),ゆーざーかーどなし
10077,ラッカル,ゆーざーかーどなし
10078,ラベンダ,ゆーざーかーどなし
10079,リベト,ゆーざーかーどなし
10080,ルシフェル,ゆーざーかーどなし
10081,ルード,ゆーざーかーどなし
10082,ルード(パン吸収),ゆーざーかーどなし
10083,レジック,ゆーざーかーどなし
10084,ロージィ,ろーじぃ
10085,亀仙人(呪縛),ゆーざーかーどなし
10086,修業用ジンコウマン,ゆーざーかーどなし
10087,六星龍(乙姫),りゅうしんろん(おとひめ)
10088,北の界王神,ゆーざーかーどなし
10089,南の界王神,ゆーざーかーどなし
10090,合体アカ,ゆーざーかーどなし
10091,大ダニ,ゆーざーかーどなし
10092,妖魔王,ゆーざーかーどなし
10093,密猟者(A),ゆーざーかーどなし
10094,密猟者(B),ゆーざーかーどなし
10095,巨大バイオブロリー,ゆーざーかーどなし
10096,界王,ゆーざーかーどなし
10097,第9宇宙の刺客,ゆーざーかーどなし
10098,超サイヤ人孫悟天(GT),ゆーざーかーどなし
10099,超七星龍,ゆーざーかーどなし
10100,ゾルド,ゆーざーかーどなし
10101,タード,ゆーざーかーどなし
10102,ガッシュ,ゆーざーかーどなし
10103,ビネガー,ゆーざーかーどなし
10104,ジャッキー・チュン像,じゃっきー・ちゅんぞう
10105,ベルゼブブ,べるぜぶぶ
10106,ハイヤードラゴン,はいやーどらごん
10107,スーパーサタン像(ダイヤ),すーぱーさたんぞう(だいや)
