id,budokai_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description
19060,19060,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,天下一武道会で13回優勝しよう
19061,19061,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,天下一武道会で14回優勝しよう
19062,19062,6,SupportItem,15,0,仙豆 ×15,天下一武道会で15回優勝しよう
19063,19063,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,天下一武道会で16回優勝しよう
19064,19064,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,天下一武道会で17回優勝しよう
19065,19065,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,天下一武道会で18回優勝しよう
19066,19066,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,天下一武道会で19回優勝しよう
19067,19067,7,TrainingField,10,0,重力室(150倍重力) ×10,天下一武道会で20回優勝しよう
19068,19068,11,Point::Stone,1,0,龍石1個,チャパ王クラスに到達しよう
19069,19069,1002640,Card,1,93879,ミスター・サタン像(銀),サタンクラスに到達しよう
19070,19070,5,TrainingField,3,0,界王星 ×3,ビーデルクラスに到達しよう
19071,19071,1,AwakeningItem,30,0,【覚醒メダル】グレゴリー ×30,武天老師クラスに到達しよう
19072,19072,6,SupportItem,10,0,仙豆 ×10,カリンクラスに到達しよう
19073,19073,11,Point::Stone,1,0,龍石1個,神クラスに到達しよう
19074,19074,4,TrainingField,10,0,蛇の道 ×10,閻魔大王クラスに到達しよう
19075,19075,8,TrainingField,5,0,界王神界 ×5,界王クラスに到達しよう
19076,19076,11,Point::Stone,5,0,龍石5個,界王神クラスに到達しよう
19077,19077,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,老界王神クラスに到達しよう
19078,19078,11,Point::Stone,5,0,龍石5個,ビルスクラスに到達しよう
20001,20001,11,Point::Stone,1,0,龍石1個,1万pt獲得しよう
20002,20002,11,Point::Stone,1,0,龍石1個,5万pt獲得しよう
20003,20003,6,SupportItem,2,0,仙豆 ×2,10万pt獲得しよう
20004,20004,1001,AwakeningItem,2,0,【覚醒メダル】ウミガメ ×2,25万pt獲得しよう
20005,20005,6,SupportItem,3,0,仙豆 ×3,50万pt獲得しよう
20006,20006,3,SpecialItem,1,0,【銀】SSR確定ガシャチケット ×1,100万pt獲得しよう
20007,20007,1002,AwakeningItem,2,0,【覚醒メダル】ブルマ ×2,150万pt獲得しよう
20008,20008,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,200万pt獲得しよう
20009,20009,3,SpecialItem,2,0,【銀】SSR確定ガシャチケット ×2,250万pt獲得しよう
20010,20010,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,300万pt獲得しよう
20011,20011,11,Point::Stone,3,0,龍石3個,400万pt獲得しよう
20012,20012,3,SpecialItem,3,0,【銀】SSR確定ガシャチケット ×3,500万pt獲得しよう
20013,20013,2,SpecialItem,2,0,【金】少年編ガシャチケット ×2,600万pt獲得しよう
20014,20014,1,PotentialItem,500,0,速の潜在能力玉（小） ×500,630万pt獲得しよう
20015,20015,2,PotentialItem,500,0,技の潜在能力玉（小） ×500,640万pt獲得しよう
20016,20016,3,PotentialItem,500,0,知の潜在能力玉（小） ×500,650万pt獲得しよう
20017,20017,4,PotentialItem,500,0,力の潜在能力玉（小） ×500,660万pt獲得しよう
20018,20018,5,PotentialItem,500,0,体の潜在能力玉（小） ×500,670万pt獲得しよう
20019,20019,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,700万pt獲得しよう
20020,20020,6,PotentialItem,300,0,速の潜在能力玉（中） ×300,730万pt獲得しよう
20021,20021,7,PotentialItem,300,0,技の潜在能力玉（中） ×300,740万pt獲得しよう
20022,20022,8,PotentialItem,300,0,知の潜在能力玉（中） ×300,750万pt獲得しよう
20023,20023,9,PotentialItem,300,0,力の潜在能力玉（中） ×300,760万pt獲得しよう
20024,20024,10,PotentialItem,300,0,体の潜在能力玉（中） ×300,770万pt獲得しよう
20025,20025,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,800万pt獲得しよう
20026,20026,11,PotentialItem,20,0,速の潜在能力玉(大) ×20,830万pt獲得しよう
20027,20027,12,PotentialItem,20,0,技の潜在能力玉(大) ×20,840万pt獲得しよう
20028,20028,13,PotentialItem,20,0,知の潜在能力玉(大) ×20,850万pt獲得しよう
20029,20029,14,PotentialItem,20,0,力の潜在能力玉(大) ×20,860万pt獲得しよう
20030,20030,15,PotentialItem,20,0,体の潜在能力玉(大) ×20,870万pt獲得しよう
20031,20031,4,SpecialItem,1,0,【金】SSR確定ガシャチケット ×1,900万pt獲得しよう
20032,20032,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,1000万pt獲得しよう
20033,20033,11,Point::Stone,5,0,龍石5個,1500万pt獲得しよう
20034,20034,11,Point::Stone,5,0,龍石5個,2000万pt獲得しよう
20035,20035,1003970,Card,2,0,【不思議な儀式】老界王神 ×2,2500万pt獲得しよう
20036,20036,1003970,Card,3,0,【不思議な儀式】老界王神 ×3,3000万pt獲得しよう
20037,20037,11,Point::Stone,1,0,龍石1個,2連覇達成しよう
20038,20038,1001,AwakeningItem,5,0,【覚醒メダル】ウミガメ ×5,3連覇達成しよう
20039,20039,1002,AwakeningItem,5,0,【覚醒メダル】ブルマ ×5,4連覇達成しよう
20040,20040,3,SpecialItem,2,0,【銀】SSR確定ガシャチケット ×2,5連覇達成しよう
20041,20041,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,6連覇達成しよう
20042,20042,11,Point::Stone,2,0,龍石2個,7連覇達成しよう
20043,20043,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,8連覇達成しよう
20044,20044,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,9連覇達成しよう
20045,20045,3,SpecialItem,1,0,【銀】SSR確定ガシャチケット ×1,10連覇達成しよう
20046,20046,11,Point::Stone,5,0,龍石5個,15連覇達成しよう
20047,20047,3,SpecialItem,3,0,【銀】SSR確定ガシャチケット ×3,20連覇達成しよう
20048,20048,11,Point::Stone,1,0,龍石1個,1回優勝しよう
20049,20049,11,Point::Stone,1,0,龍石1個,2回優勝しよう
20050,20050,1,SpecialItem,3,0,【銀】少年編ガシャチケット ×3,3回優勝しよう
20051,20051,1,SpecialItem,3,0,【銀】少年編ガシャチケット ×3,4回優勝しよう
20052,20052,11,Point::Stone,3,0,龍石3個,5回優勝しよう
20053,20053,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,6回優勝しよう
20054,20054,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,7回優勝しよう
20055,20055,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,8回優勝しよう
20056,20056,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,9回優勝しよう
20057,20057,6,TrainingField,10,0,重力室(50倍重力) ×10,10回優勝しよう
20058,20058,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,11回優勝しよう
20059,20059,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,12回優勝しよう
20060,20060,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,13回優勝しよう
20061,20061,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,14回優勝しよう
20062,20062,6,SupportItem,15,0,仙豆 ×15,15回優勝しよう
20063,20063,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,16回優勝しよう
20064,20064,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,17回優勝しよう
20065,20065,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,18回優勝しよう
20066,20066,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,19回優勝しよう
20067,20067,7,TrainingField,10,0,重力室(150倍重力) ×10,20回優勝しよう
20068,20068,11,Point::Stone,1,0,龍石1個,チャパ王クラスに到達しよう
20069,20069,1002640,Card,1,93879,ミスター・サタン像(銀),サタンクラスに到達しよう
20070,20070,5,TrainingField,3,0,界王星 ×3,ビーデルクラスに到達しよう
20071,20071,1,AwakeningItem,30,0,【覚醒メダル】グレゴリー ×30,武天老師クラスに到達しよう
20072,20072,6,SupportItem,10,0,仙豆 ×10,カリンクラスに到達しよう
20073,20073,11,Point::Stone,1,0,龍石1個,神クラスに到達しよう
20074,20074,4,TrainingField,10,0,蛇の道 ×10,閻魔大王クラスに到達しよう
20075,20075,8,TrainingField,5,0,界王神界 ×5,界王クラスに到達しよう
20076,20076,11,Point::Stone,5,0,龍石5個,界王神クラスに到達しよう
20077,20077,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,老界王神クラスに到達しよう
20078,20078,11,Point::Stone,5,0,龍石5個,ビルスクラスに到達しよう
21001,21001,11,Point::Stone,1,0,龍石1個,1万pt獲得しよう
21002,21002,11,Point::Stone,1,0,龍石1個,5万pt獲得しよう
21003,21003,6,SupportItem,2,0,仙豆 ×2,10万pt獲得しよう
21004,21004,1001,AwakeningItem,2,0,【覚醒メダル】ウミガメ ×2,25万pt獲得しよう
21005,21005,6,SupportItem,3,0,仙豆 ×3,50万pt獲得しよう
21006,21006,3,SpecialItem,1,0,【銀】SSR確定ガシャチケット ×1,100万pt獲得しよう
21007,21007,1002,AwakeningItem,2,0,【覚醒メダル】ブルマ ×2,150万pt獲得しよう
21008,21008,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,200万pt獲得しよう
21009,21009,3,SpecialItem,2,0,【銀】SSR確定ガシャチケット ×2,250万pt獲得しよう
21010,21010,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,300万pt獲得しよう
21011,21011,11,Point::Stone,3,0,龍石3個,400万pt獲得しよう
21012,21012,3,SpecialItem,3,0,【銀】SSR確定ガシャチケット ×3,500万pt獲得しよう
21013,21013,2,SpecialItem,2,0,【金】少年編ガシャチケット ×2,600万pt獲得しよう
21014,21014,1,PotentialItem,500,0,速の潜在能力玉（小） ×500,630万pt獲得しよう
21015,21015,2,PotentialItem,500,0,技の潜在能力玉（小） ×500,640万pt獲得しよう
21016,21016,3,PotentialItem,500,0,知の潜在能力玉（小） ×500,650万pt獲得しよう
21017,21017,4,PotentialItem,500,0,力の潜在能力玉（小） ×500,660万pt獲得しよう
21018,21018,5,PotentialItem,500,0,体の潜在能力玉（小） ×500,670万pt獲得しよう
21019,21019,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,700万pt獲得しよう
21020,21020,6,PotentialItem,300,0,速の潜在能力玉（中） ×300,730万pt獲得しよう
21021,21021,7,PotentialItem,300,0,技の潜在能力玉（中） ×300,740万pt獲得しよう
21022,21022,8,PotentialItem,300,0,知の潜在能力玉（中） ×300,750万pt獲得しよう
21023,21023,9,PotentialItem,300,0,力の潜在能力玉（中） ×300,760万pt獲得しよう
21024,21024,10,PotentialItem,300,0,体の潜在能力玉（中） ×300,770万pt獲得しよう
21025,21025,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,800万pt獲得しよう
21026,21026,11,PotentialItem,20,0,速の潜在能力玉(大) ×20,830万pt獲得しよう
21027,21027,12,PotentialItem,20,0,技の潜在能力玉(大) ×20,840万pt獲得しよう
21028,21028,13,PotentialItem,20,0,知の潜在能力玉(大) ×20,850万pt獲得しよう
21029,21029,14,PotentialItem,20,0,力の潜在能力玉(大) ×20,860万pt獲得しよう
21030,21030,15,PotentialItem,20,0,体の潜在能力玉(大) ×20,870万pt獲得しよう
21031,21031,4,SpecialItem,1,0,【金】SSR確定ガシャチケット ×1,900万pt獲得しよう
21032,21032,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,1000万pt獲得しよう
21033,21033,11,Point::Stone,5,0,龍石5個,1500万pt獲得しよう
21034,21034,11,Point::Stone,5,0,龍石5個,2000万pt獲得しよう
21035,21035,1003970,Card,2,0,【不思議な儀式】老界王神 ×2,2500万pt獲得しよう
21036,21036,1003970,Card,3,0,【不思議な儀式】老界王神 ×3,3000万pt獲得しよう
21037,21037,11,Point::Stone,1,0,龍石1個,2連覇達成しよう
21038,21038,1001,AwakeningItem,5,0,【覚醒メダル】ウミガメ ×5,3連覇達成しよう
21039,21039,1002,AwakeningItem,5,0,【覚醒メダル】ブルマ ×5,4連覇達成しよう
21040,21040,3,SpecialItem,2,0,【銀】SSR確定ガシャチケット ×2,5連覇達成しよう
21041,21041,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,6連覇達成しよう
21042,21042,11,Point::Stone,2,0,龍石2個,7連覇達成しよう
21043,21043,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,8連覇達成しよう
21044,21044,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,9連覇達成しよう
21045,21045,3,SpecialItem,1,0,【銀】SSR確定ガシャチケット ×1,10連覇達成しよう
21046,21046,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,11連覇達成しよう
21047,21047,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,12連覇達成しよう
21048,21048,1002640,Card,1,93879,ミスター・サタン像(銀) ×1,13連覇達成しよう
21049,21049,1,SpecialItem,3,0,【銀】少年編ガシャチケット ×3,14連覇達成しよう
21050,21050,11,Point::Stone,5,0,龍石5個,15連覇達成しよう
21051,21051,1002630,Card,1,765122,ミスター・サタン像(金) ×1,16連覇達成しよう
21052,21052,1,SpecialItem,3,0,【銀】少年編ガシャチケット ×3,17連覇達成しよう
21053,21053,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,18連覇達成しよう
21054,21054,3,SpecialItem,3,0,【銀】SSR確定ガシャチケット ×3,19連覇達成しよう
21055,21055,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,20連覇達成しよう
21056,21056,11,Point::Stone,1,0,龍石1個,1回優勝しよう
21057,21057,11,Point::Stone,1,0,龍石1個,2回優勝しよう
21058,21058,1,SpecialItem,3,0,【銀】少年編ガシャチケット ×3,3回優勝しよう
21059,21059,1,SpecialItem,3,0,【銀】少年編ガシャチケット ×3,4回優勝しよう
21060,21060,11,Point::Stone,3,0,龍石3個,5回優勝しよう
21061,21061,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,6回優勝しよう
21062,21062,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,7回優勝しよう
21063,21063,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,8回優勝しよう
21064,21064,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,9回優勝しよう
21065,21065,6,TrainingField,10,0,重力室(50倍重力) ×10,10回優勝しよう
21066,21066,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,11回優勝しよう
21067,21067,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,12回優勝しよう
21068,21068,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,13回優勝しよう
21069,21069,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,14回優勝しよう
21070,21070,6,SupportItem,15,0,仙豆 ×15,15回優勝しよう
21071,21071,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,16回優勝しよう
21072,21072,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,17回優勝しよう
21073,21073,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,18回優勝しよう
21074,21074,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,19回優勝しよう
21075,21075,7,TrainingField,10,0,重力室(150倍重力) ×10,20回優勝しよう
21076,21076,11,Point::Stone,1,0,龍石1個,チャパ王クラスに到達しよう
21077,21077,1002640,Card,1,93879,ミスター・サタン像(銀) ×1,サタンクラスに到達しよう
21078,21078,5,TrainingField,3,0,界王星 ×3,ビーデルクラスに到達しよう
21079,21079,1,AwakeningItem,30,0,【覚醒メダル】グレゴリー ×30,武天老師クラスに到達しよう
21080,21080,6,SupportItem,10,0,仙豆 ×10,カリンクラスに到達しよう
21081,21081,11,Point::Stone,1,0,龍石1個,神クラスに到達しよう
21082,21082,4,TrainingField,10,0,蛇の道 ×10,閻魔大王クラスに到達しよう
21083,21083,8,TrainingField,5,0,界王神界 ×5,界王クラスに到達しよう
21084,21084,11,Point::Stone,5,0,龍石5個,界王神クラスに到達しよう
21085,21085,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,老界王神クラスに到達しよう
21086,21086,11,Point::Stone,5,0,龍石5個,ビルスクラスに到達しよう
22001,22001,11,Point::Stone,1,0,龍石1個,1万pt獲得しよう
22002,22002,11,Point::Stone,1,0,龍石1個,5万pt獲得しよう
22003,22003,6,SupportItem,2,0,仙豆 ×2,10万pt獲得しよう
22004,22004,1001,AwakeningItem,2,0,【覚醒メダル】ウミガメ ×2,25万pt獲得しよう
22005,22005,6,SupportItem,3,0,仙豆 ×3,50万pt獲得しよう
22006,22006,3,SpecialItem,1,0,【銀】SSR確定ガシャチケット ×1,100万pt獲得しよう
22007,22007,1002,AwakeningItem,2,0,【覚醒メダル】ブルマ ×2,150万pt獲得しよう
22008,22008,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,200万pt獲得しよう
22009,22009,3,SpecialItem,2,0,【銀】SSR確定ガシャチケット ×2,250万pt獲得しよう
22010,22010,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,300万pt獲得しよう
22011,22011,11,Point::Stone,3,0,龍石3個,400万pt獲得しよう
22012,22012,3,SpecialItem,3,0,【銀】SSR確定ガシャチケット ×3,500万pt獲得しよう
22013,22013,2,SpecialItem,2,0,【金】少年編ガシャチケット ×2,600万pt獲得しよう
22014,22014,1,PotentialItem,500,0,速の潜在能力玉（小） ×500,630万pt獲得しよう
22015,22015,2,PotentialItem,500,0,技の潜在能力玉（小） ×500,640万pt獲得しよう
22016,22016,3,PotentialItem,500,0,知の潜在能力玉（小） ×500,650万pt獲得しよう
22017,22017,4,PotentialItem,500,0,力の潜在能力玉（小） ×500,660万pt獲得しよう
22018,22018,5,PotentialItem,500,0,体の潜在能力玉（小） ×500,670万pt獲得しよう
22019,22019,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,700万pt獲得しよう
22020,22020,6,PotentialItem,300,0,速の潜在能力玉（中） ×300,730万pt獲得しよう
22021,22021,7,PotentialItem,300,0,技の潜在能力玉（中） ×300,740万pt獲得しよう
22022,22022,8,PotentialItem,300,0,知の潜在能力玉（中） ×300,750万pt獲得しよう
22023,22023,9,PotentialItem,300,0,力の潜在能力玉（中） ×300,760万pt獲得しよう
22024,22024,10,PotentialItem,300,0,体の潜在能力玉（中） ×300,770万pt獲得しよう
22025,22025,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,800万pt獲得しよう
22026,22026,11,PotentialItem,20,0,速の潜在能力玉(大) ×20,830万pt獲得しよう
22027,22027,12,PotentialItem,20,0,技の潜在能力玉(大) ×20,840万pt獲得しよう
22028,22028,13,PotentialItem,20,0,知の潜在能力玉(大) ×20,850万pt獲得しよう
22029,22029,14,PotentialItem,20,0,力の潜在能力玉(大) ×20,860万pt獲得しよう
22030,22030,15,PotentialItem,20,0,体の潜在能力玉(大) ×20,870万pt獲得しよう
22031,22031,4,SpecialItem,1,0,【金】SSR確定ガシャチケット ×1,900万pt獲得しよう
22032,22032,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,1000万pt獲得しよう
22033,22033,11,Point::Stone,5,0,龍石5個,1500万pt獲得しよう
22034,22034,11,Point::Stone,5,0,龍石5個,2000万pt獲得しよう
22035,22035,1003970,Card,2,0,【不思議な儀式】老界王神 ×2,2500万pt獲得しよう
22036,22036,1003970,Card,3,0,【不思議な儀式】老界王神 ×3,3000万pt獲得しよう
22037,22037,11,Point::Stone,1,0,龍石1個,2連覇達成しよう
22038,22038,1001,AwakeningItem,5,0,【覚醒メダル】ウミガメ ×5,3連覇達成しよう
22039,22039,1002,AwakeningItem,5,0,【覚醒メダル】ブルマ ×5,4連覇達成しよう
22040,22040,3,SpecialItem,2,0,【銀】SSR確定ガシャチケット ×2,5連覇達成しよう
22041,22041,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,6連覇達成しよう
22042,22042,11,Point::Stone,2,0,龍石2個,7連覇達成しよう
22043,22043,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,8連覇達成しよう
22044,22044,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,9連覇達成しよう
22045,22045,3,SpecialItem,1,0,【銀】SSR確定ガシャチケット ×1,10連覇達成しよう
22046,22046,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,11連覇達成しよう
22047,22047,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,12連覇達成しよう
22048,22048,1002640,Card,1,93879,ミスター・サタン像(銀) ×1,13連覇達成しよう
22049,22049,1,SpecialItem,3,0,【銀】少年編ガシャチケット ×3,14連覇達成しよう
22050,22050,11,Point::Stone,5,0,龍石5個,15連覇達成しよう
22051,22051,1002630,Card,1,765122,ミスター・サタン像(金) ×1,16連覇達成しよう
22052,22052,1,SpecialItem,3,0,【銀】少年編ガシャチケット ×3,17連覇達成しよう
22053,22053,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,18連覇達成しよう
22054,22054,3,SpecialItem,3,0,【銀】SSR確定ガシャチケット ×3,19連覇達成しよう
22055,22055,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,20連覇達成しよう
22056,22056,11,Point::Stone,1,0,龍石1個,1回優勝しよう
22057,22057,11,Point::Stone,1,0,龍石1個,2回優勝しよう
22058,22058,1,SpecialItem,3,0,【銀】少年編ガシャチケット ×3,3回優勝しよう
22059,22059,1,SpecialItem,3,0,【銀】少年編ガシャチケット ×3,4回優勝しよう
22060,22060,11,Point::Stone,3,0,龍石3個,5回優勝しよう
22061,22061,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,6回優勝しよう
22062,22062,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,7回優勝しよう
22063,22063,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,8回優勝しよう
22064,22064,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,9回優勝しよう
22065,22065,6,TrainingField,10,0,重力室(50倍重力) ×10,10回優勝しよう
22066,22066,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,11回優勝しよう
22067,22067,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,12回優勝しよう
22068,22068,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,13回優勝しよう
22069,22069,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,14回優勝しよう
22070,22070,6,SupportItem,15,0,仙豆 ×15,15回優勝しよう
22071,22071,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,16回優勝しよう
22072,22072,1,SpecialItem,1,0,【銀】少年編ガシャチケット ×1,17回優勝しよう
22073,22073,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,18回優勝しよう
22074,22074,2,SpecialItem,1,0,【金】少年編ガシャチケット ×1,19回優勝しよう
22075,22075,7,TrainingField,10,0,重力室(150倍重力) ×10,20回優勝しよう
22076,22076,11,Point::Stone,1,0,龍石1個,チャパ王クラスに到達しよう
22077,22077,1002640,Card,1,93879,ミスター・サタン像(銀) ×1,サタンクラスに到達しよう
22078,22078,5,TrainingField,3,0,界王星 ×3,ビーデルクラスに到達しよう
22079,22079,1,AwakeningItem,30,0,【覚醒メダル】グレゴリー ×30,武天老師クラスに到達しよう
22080,22080,6,SupportItem,10,0,仙豆 ×10,カリンクラスに到達しよう
22081,22081,11,Point::Stone,1,0,龍石1個,神クラスに到達しよう
22082,22082,4,TrainingField,10,0,蛇の道 ×10,閻魔大王クラスに到達しよう
22083,22083,8,TrainingField,5,0,界王神界 ×5,界王クラスに到達しよう
22084,22084,11,Point::Stone,5,0,龍石5個,界王神クラスに到達しよう
22085,22085,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,老界王神クラスに到達しよう
22086,22086,11,Point::Stone,5,0,龍石5個,ビルスクラスに到達しよう
23001,23001,11,Point::Stone,1,0,龍石1個,1万pt獲得しよう
23002,23002,11,Point::Stone,1,0,龍石1個,5万pt獲得しよう
23003,23003,6,SupportItem,2,0,仙豆 ×2,10万pt獲得しよう
23004,23004,1001,AwakeningItem,2,0,【覚醒メダル】ウミガメ ×2,25万pt獲得しよう
23005,23005,6,SupportItem,3,0,仙豆 ×3,50万pt獲得しよう
23006,23006,3,SpecialItem,1,0,【銀】SSR確定ガシャチケット ×1,100万pt獲得しよう
23007,23007,1002,AwakeningItem,2,0,【覚醒メダル】ブルマ ×2,150万pt獲得しよう
23008,23008,2,SpecialItem,1,0,【金】天下一ガシャチケット ×1,200万pt獲得しよう
23009,23009,3,SpecialItem,2,0,【銀】SSR確定ガシャチケット ×2,250万pt獲得しよう
23010,23010,2,SpecialItem,1,0,【金】天下一ガシャチケット ×1,300万pt獲得しよう
23011,23011,11,Point::Stone,3,0,龍石3個,400万pt獲得しよう
23012,23012,3,SpecialItem,3,0,【銀】SSR確定ガシャチケット ×3,500万pt獲得しよう
23013,23013,2,SpecialItem,2,0,【金】天下一ガシャチケット ×2,600万pt獲得しよう
23014,23014,1,PotentialItem,500,0,速の潜在能力玉（小） ×500,630万pt獲得しよう
23015,23015,2,PotentialItem,500,0,技の潜在能力玉（小） ×500,640万pt獲得しよう
23016,23016,3,PotentialItem,500,0,知の潜在能力玉（小） ×500,650万pt獲得しよう
23017,23017,4,PotentialItem,500,0,力の潜在能力玉（小） ×500,660万pt獲得しよう
23018,23018,5,PotentialItem,500,0,体の潜在能力玉（小） ×500,670万pt獲得しよう
23019,23019,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,700万pt獲得しよう
23020,23020,6,PotentialItem,300,0,速の潜在能力玉（中） ×300,730万pt獲得しよう
23021,23021,7,PotentialItem,300,0,技の潜在能力玉（中） ×300,740万pt獲得しよう
23022,23022,8,PotentialItem,300,0,知の潜在能力玉（中） ×300,750万pt獲得しよう
23023,23023,9,PotentialItem,300,0,力の潜在能力玉（中） ×300,760万pt獲得しよう
23024,23024,10,PotentialItem,300,0,体の潜在能力玉（中） ×300,770万pt獲得しよう
23025,23025,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,800万pt獲得しよう
23026,23026,11,PotentialItem,20,0,速の潜在能力玉(大) ×20,830万pt獲得しよう
23027,23027,12,PotentialItem,20,0,技の潜在能力玉(大) ×20,840万pt獲得しよう
23028,23028,13,PotentialItem,20,0,知の潜在能力玉(大) ×20,850万pt獲得しよう
23029,23029,14,PotentialItem,20,0,力の潜在能力玉(大) ×20,860万pt獲得しよう
23030,23030,15,PotentialItem,20,0,体の潜在能力玉(大) ×20,870万pt獲得しよう
23031,23031,4,SpecialItem,1,0,【金】SSR確定ガシャチケット ×1,900万pt獲得しよう
23032,23032,1003970,Card,1,0,【不思議な儀式】老界王神 ×1,1000万pt獲得しよう
23033,23033,11,Point::Stone,2,0,龍石2個,1100万pt獲得しよう
23034,23034,1002630,Card,1,765122,ミスター・サタン像(金) ×1,1200万pt獲得しよう
23035,23035,1005480,Card,1,765122,ミスター・サタン像(プラチナ) ×1,1300万pt獲得しよう
23036,23036,11,Point::Stone,3,0,龍石3個,1400万pt獲得しよう
23037,23037,1,SpecialItem,3,0,【銀】天下一ガシャチケット ×3,1500万pt獲得しよう
23038,23038,3,SpecialItem,3,0,【銀】SSR確定ガシャチケット ×3,1600万pt獲得しよう
23039,23039,11,Point::Stone,2,0,龍石2個,1700万pt獲得しよう
23040,23040,19,AwakeningItem,1,0,【覚醒メダル】東の界王神 ×1,1800万pt獲得しよう
23041,23041,20,AwakeningItem,1,0,【覚醒メダル】老界王神 ×1,1900万pt獲得しよう
23042,23042,11,Point::Stone,3,0,龍石3個,2000万pt獲得しよう
23043,23043,2,SpecialItem,1,0,【金】天下一ガシャチケット ×1,2100万pt獲得しよう
